 Date Time CO NO2 NO
 27.01.13 12:00 0.05 0.11 0.05
 -------- 13:00 0.06 0.11 0.05
 -------- 14:00 0.03 0.11 0.04
 -------- 15:00 0.02 0.11 0.04
 -------- 16:00 0.04 0.11 0.04
 27.01.13 17:00 0.04 0.11 0.04
 -------- 18:00 0.08 0.19 0.18
 -------- 19:00 0.18 0.19 0.31
 -------- 20:00 0.14 0.16 0.09
 -------- 21:00 0.07 0.15 0.20
 27.01.13 22:00 0.06 0.15 0.05
 -------- 23:00 0.04 0.18 0.14
 -------- 00:00 0.07 0.21 0.33
 -------- 01:00 0.11 0.20 0.36
 -------- 02:00 0.10 0.20 0.11
 28.01.13 03:00 0.05 0.19 0.06
 -------- 04:00 ---- 0.19 0.05
 -------- 05:00 ---- 0.19 0.07
 -------- 06:00 ---- 0.19 0.09
 -------- 07:00 0.04 0.22 0.17
 28.01.13 08:00 0.10 0.27 0.32
 -------- 09:00 0.07 0.28 0.30
 -------- 10:00 0.06 0.29 0.35
 -------- 11:00 0.08 0.28 0.37
 -------- 12:00 0.06 0.24 0.21
 28.01.13 13:00 0.04 0.21 0.15
 -------- 14:00 ---- 0.17 0.10
 -------- 15:00 ---- 0.16 0.08
 -------- 16:00 ---- 0.15 0.07
 -------- 17:00 ---- 0.18 0.08
 28.01.13 18:00 ---- 0.18 0.08
 -------- 19:00 ---- 0.14 0.06
 -------- 20:00 ---- 0.14 0.05
 -------- 21:00 ---- 0.14 0.05
 -------- 22:00 ---- 0.12 0.04
 28.01.13 23:00 ---- 0.11 0.04
 -------- 00:00 ---- 0.10 0.04
 -------- 01:00 ---- 0.10 0.03
 -------- 02:00 ---- 0.09 0.03
 -------- 03:00 ---- 0.10 0.03
 29.01.13 04:00 ---- 0.09 0.02
 -------- 05:00 ---- 0.09 0.02
 -------- 06:00 ---- 0.10 0.04
 -------- 07:00 ---- 0.13 0.06
 -------- 08:00 0.02 0.15 0.09
 29.01.13 09:00 0.06 0.17 0.10
 -------- 10:00 ---- 0.18 0.11
 -------- 11:00 ---- 0.17 0.12
