 Date Time CO NO2 NO
 03.01.13 12:00 0.04 0.09 0.05
 -------- 13:00 0.02 0.08 0.05
 -------- 14:00 ---- 0.08 0.05
 -------- 15:00 ---- 0.09 0.04
 -------- 16:00 ---- 0.06 0.03
 03.01.13 17:00 ---- 0.05 0.02
 -------- 18:00 ---- 0.09 0.04
 -------- 19:00 0.02 0.08 0.05
 -------- 20:00 ---- 0.06 0.04
 -------- 21:00 ---- 0.06 0.04
 03.01.13 22:00 ---- 0.06 0.03
 -------- 23:00 ---- 0.05 0.03
 -------- 00:00 ---- 0.05 0.03
 -------- 01:00 ---- 0.04 0.02
 -------- 02:00 ---- 0.03 0.02
 04.01.13 03:00 ---- 0.03 0.02
 -------- 04:00 ---- 0.03 0.02
 -------- 05:00 ---- 0.03 0.03
 -------- 06:00 ---- 0.05 0.03
 -------- 07:00 ---- 0.06 0.03
 04.01.13 08:00 ---- 0.08 0.06
 -------- 09:00 ---- 0.09 0.05
 -------- 10:00 0.02 0.10 0.05
 -------- 11:00 0.02 0.11 0.06
 -------- 12:00 0.02 0.09 0.06
 04.01.13 13:00 ---- 0.07 0.04
 -------- 14:00 ---- 0.08 0.04
 -------- 15:00 ---- 0.09 0.05
 -------- 16:00 0.02 0.11 0.07
 -------- 17:00 0.02 0.09 0.05
 04.01.13 18:00 0.02 0.11 0.06
 -------- 19:00 0.02 0.11 0.07
 -------- 20:00 0.02 0.09 0.10
 -------- 21:00 0.02 0.10 0.06
 -------- 22:00 ---- 0.09 0.05
 04.01.13 23:00 ---- 0.08 0.04
 -------- 00:00 ---- 0.07 0.05
 -------- 01:00 ---- 0.07 0.06
 -------- 02:00 ---- 0.06 0.03
 -------- 03:00 ---- 0.07 0.02
 05.01.13 04:00 ---- 0.09 0.03
 -------- 05:00 ---- 0.11 0.03
 -------- 06:00 ---- 0.10 0.03
 -------- 07:00 ---- 0.07 0.02
 -------- 08:00 ---- 0.06 0.02
 05.01.13 09:00 ---- 0.07 0.02
 -------- 10:00 ---- 0.06 0.02
 -------- 11:00 ---- 0.06 0.02
