 Date Time CO NO2 NO
 25.11.12 12:00 0.10 0.16 0.12
 -------- 13:00 0.13 0.17 0.15
 -------- 14:00 0.13 0.17 0.15
 -------- 15:00 0.17 0.18 0.15
 -------- 16:00 0.13 0.20 0.17
 25.11.12 17:00 0.13 0.19 0.18
 -------- 18:00 0.17 0.18 0.19
 -------- 19:00 0.14 0.18 0.17
 -------- 20:00 0.14 0.17 0.17
 -------- 21:00 0.11 0.17 0.14
 25.11.12 22:00 0.08 0.16 0.07
 -------- 23:00 0.06 0.15 0.03
 -------- 00:00 0.06 0.12 0.01
 -------- 01:00 0.06 0.10 0.01
 -------- 02:00 0.06 0.09 0.01
 26.11.12 03:00 0.06 0.08 0.01
 -------- 04:00 0.06 0.08 0.01
 -------- 05:00 0.06 0.08 0.01
 -------- 06:00 0.07 0.08 0.02
 -------- 07:00 0.09 0.09 0.04
 26.11.12 08:00 0.15 0.10 0.07
 -------- 09:00 0.09 0.09 0.06
 -------- 10:00 0.11 0.09 0.07
 -------- 11:00 0.10 0.09 0.08
 -------- 12:00 0.10 0.08 0.07
 26.11.12 13:00 0.09 0.08 0.08
 -------- 14:00 0.09 0.08 0.08
 -------- 15:00 0.09 0.08 0.08
 -------- 16:00 0.10 0.08 0.10
 -------- 17:00 0.07 0.07 0.04
 26.11.12 18:00 0.09 0.07 0.07
 -------- 19:00 0.10 0.07 0.10
 -------- 20:00 0.09 0.06 0.06
 -------- 21:00 0.06 0.06 0.03
 -------- 22:00 0.06 0.05 0.03
 26.11.12 23:00 0.05 0.05 0.02
 -------- 00:00 0.04 0.04 0.01
 -------- 01:00 0.04 0.04 0.01
 -------- 02:00 0.04 0.02 0.01
 -------- 03:00 0.04 0.02 0.01
 27.11.12 04:00 0.04 0.01 0.01
 -------- 05:00 0.04 0.02 0.01
 -------- 06:00 0.04 0.04 0.01
 -------- 07:00 0.05 0.05 0.02
 -------- 08:00 0.09 0.07 0.04
 27.11.12 09:00 0.06 0.06 0.03
 -------- 10:00 0.07 0.06 0.06
 -------- 11:00 0.06 0.05 0.04
