 Date Time CO NO2 NO
 21.12.12 00:00 ---- 0.18 0.12
 -------- 01:00 ---- 0.17 0.11
 -------- 02:00 ---- 0.16 0.10
 -------- 03:00 ---- 0.15 0.08
 -------- 04:00 ---- 0.14 0.07
 21.12.12 05:00 ---- 0.14 0.07
 -------- 06:00 ---- 0.14 0.07
 -------- 07:00 0.02 0.13 0.07
 -------- 08:00 0.02 0.13 0.08
 -------- 09:00 0.02 0.15 0.11
 21.12.12 10:00 0.04 0.14 0.11
 -------- 11:00 0.04 0.14 0.12
 -------- 12:00 0.03 0.14 0.14
 -------- 13:00 0.03 0.16 0.14
 -------- 14:00 0.03 0.16 0.15
 21.12.12 15:00 0.02 0.16 0.14
 -------- 16:00 ---- 0.15 0.11
 -------- 17:00 ---- 0.14 0.07
 -------- 18:00 ---- 0.13 0.06
 -------- 19:00 0.30 0.13 0.07
 21.12.12 20:00 0.13 0.14 0.08
 -------- 21:00 0.03 0.14 0.06
 -------- 22:00 ---- 0.14 0.05
 -------- 23:00 ---- 0.14 0.06
 -------- 00:00 ---- 0.14 0.04
 22.12.12 01:00 ---- 0.14 0.03
 -------- 02:00 ---- 0.13 0.02
 -------- 03:00 ---- 0.13 0.01
 -------- 04:00 ---- 0.11 0.01
 -------- 05:00 ---- 0.11 0.01
 22.12.12 06:00 ---- 0.11 0.01
 -------- 07:00 0.19 0.11 0.01
 -------- 08:00 0.07 0.12 0.01
 -------- 09:00 0.02 0.12 0.01
 -------- 10:00 ---- 0.13 0.02
 22.12.12 11:00 ---- 0.11 0.02
 -------- 12:00 ---- 0.11 0.02
 -------- 13:00 0.02 0.13 0.03
 -------- 14:00 0.02 0.12 0.02
 -------- 15:00 0.02 0.10 0.02
 22.12.12 16:00 ---- 0.12 0.02
 -------- 17:00 ---- 0.17 0.02
 -------- 18:00 ---- 0.10 0.01
 -------- 19:00 ---- 0.10 0.01
 -------- 20:00 ---- 0.07 0.01
 22.12.12 21:00 ---- 0.08 0.01
 -------- 22:00 ---- 0.08 0.01
 -------- 23:00 ---- 0.09 0.01
