 Date Time CO NO2 NO
 10.10.12 12:00 0.09 0.09 0.11
 -------- 13:00 0.09 0.09 0.10
 -------- 14:00 0.07 0.10 0.08
 -------- 15:00 0.08 0.13 0.09
 -------- 16:00 0.08 0.11 0.09
 10.10.12 17:00 0.09 0.11 0.09
 -------- 18:00 0.09 0.13 0.07
 -------- 19:00 0.09 0.14 0.07
 -------- 20:00 0.08 0.13 0.08
 -------- 21:00 0.05 0.09 0.05
 10.10.12 22:00 0.05 0.08 0.03
 -------- 23:00 0.05 0.08 0.04
 -------- 00:00 0.04 0.06 0.03
 -------- 01:00 0.04 0.05 0.02
 -------- 02:00 0.03 0.04 0.02
 11.10.12 03:00 0.03 0.03 0.02
 -------- 04:00 0.02 0.04 0.02
 -------- 05:00 0.03 0.05 0.03
 -------- 06:00 0.05 0.07 0.04
 -------- 07:00 0.10 0.08 0.06
 11.10.12 08:00 0.09 0.10 0.07
 -------- 09:00 0.07 0.09 0.04
 -------- 10:00 0.07 0.11 0.05
 -------- 11:00 0.07 0.12 0.07
 -------- 12:00 0.06 0.09 0.05
 11.10.12 13:00 0.07 0.08 0.06
 -------- 14:00 0.06 0.09 0.05
 -------- 15:00 0.07 0.09 0.06
 -------- 16:00 0.07 0.09 0.06
 -------- 17:00 0.08 0.10 0.07
 11.10.12 18:00 0.08 0.11 0.08
 -------- 19:00 0.08 0.10 0.08
 -------- 20:00 0.08 0.11 0.08
 -------- 21:00 0.09 0.11 0.09
 -------- 22:00 0.11 0.10 0.07
 11.10.12 23:00 0.07 0.09 0.08
 -------- 00:00 0.07 0.09 0.07
 -------- 01:00 0.05 0.09 0.06
 -------- 02:00 0.05 0.11 0.06
 -------- 03:00 0.07 0.09 0.08
 12.10.12 04:00 0.04 0.08 0.05
 -------- 05:00 0.04 0.06 0.05
 -------- 06:00 0.05 0.09 0.06
 -------- 07:00 0.07 0.08 0.06
 -------- 08:00 0.08 0.08 0.08
 12.10.12 09:00 0.08 0.08 0.09
 -------- 10:00 0.09 0.10 0.10
 -------- 11:00 0.09 0.11 0.10
