 Date Time CO NO2 NO
 08.11.12 12:00 0.04 0.07 0.01
 -------- 13:00 0.04 0.07 0.01
 -------- 14:00 0.04 0.07 0.02
 -------- 15:00 0.04 0.07 0.01
 -------- 16:00 0.04 0.08 0.01
 08.11.12 17:00 0.05 0.11 0.02
 -------- 18:00 0.06 0.12 0.02
 -------- 19:00 0.05 0.11 0.02
 -------- 20:00 0.05 0.09 0.01
 -------- 21:00 0.04 0.09 0.01
 08.11.12 22:00 0.06 0.06 0.01
 -------- 23:00 0.04 0.05 0.00
 -------- 00:00 0.04 0.04 0.00
 -------- 01:00 0.04 0.04 0.00
 -------- 02:00 0.03 0.01 ----
 09.11.12 03:00 0.02 0.01 0.00
 -------- 04:00 0.02 0.02 0.00
 -------- 05:00 0.03 0.01 0.00
 -------- 06:00 0.05 0.05 0.01
 -------- 07:00 0.08 0.08 0.04
 09.11.12 08:00 0.11 0.10 0.07
 -------- 09:00 0.11 0.13 0.10
 -------- 10:00 0.13 0.13 0.13
 -------- 11:00 0.10 0.13 0.10
 -------- 12:00 0.11 0.11 0.08
 09.11.12 13:00 0.06 0.09 0.05
 -------- 14:00 0.06 0.08 0.04
 -------- 15:00 0.07 0.09 0.05
 -------- 16:00 0.09 0.11 0.06
 -------- 17:00 0.07 0.11 0.04
 09.11.12 18:00 0.07 0.07 0.01
 -------- 19:00 0.04 0.08 0.01
 -------- 20:00 0.04 0.07 0.01
 -------- 21:00 0.04 0.05 0.01
 -------- 22:00 0.03 0.03 0.00
 09.11.12 23:00 0.02 0.04 0.00
 -------- 00:00 0.02 0.03 0.00
 -------- 01:00 0.02 0.03 0.00
 -------- 02:00 0.03 0.06 0.00
 -------- 03:00 0.03 0.06 0.00
 10.11.12 04:00 0.03 0.04 0.00
 -------- 05:00 0.02 0.02 0.00
 -------- 06:00 0.03 0.02 0.00
 -------- 07:00 0.03 0.02 0.00
 -------- 08:00 0.04 0.05 0.01
 10.11.12 09:00 0.06 0.07 0.01
 -------- 10:00 0.05 0.10 0.01
 -------- 11:00 0.09 0.13 0.03
