 Date Time CO NO2 NO
 06.10.12 12:00 0.08 0.10 0.07
 -------- 13:00 0.07 0.09 0.06
 -------- 14:00 0.06 0.08 0.05
 -------- 15:00 0.07 0.09 0.05
 -------- 16:00 0.05 0.08 0.04
 06.10.12 17:00 0.04 0.06 0.02
 -------- 18:00 0.04 0.05 0.02
 -------- 19:00 0.04 0.05 0.02
 -------- 20:00 0.04 0.05 0.02
 -------- 21:00 0.04 0.04 0.02
 06.10.12 22:00 0.02 0.04 0.02
 -------- 23:00 0.04 0.03 0.02
 -------- 00:00 0.04 0.05 0.02
 -------- 01:00 0.04 0.05 0.03
 -------- 02:00 0.05 0.04 0.03
 07.10.12 03:00 0.04 0.04 0.04
 -------- 04:00 0.04 0.05 0.04
 -------- 05:00 0.04 0.07 0.05
 -------- 06:00 0.05 0.08 0.04
 -------- 07:00 0.10 0.13 0.04
 07.10.12 08:00 0.07 0.12 0.05
 -------- 09:00 0.06 0.10 0.05
 -------- 10:00 0.05 0.08 0.05
 -------- 11:00 0.04 0.06 0.02
 -------- 12:00 0.04 0.06 0.02
 07.10.12 13:00 0.03 0.06 0.01
 -------- 14:00 0.02 0.05 0.01
 -------- 15:00 0.03 0.06 0.01
 -------- 16:00 0.03 0.05 0.01
 -------- 17:00 0.02 0.04 0.01
 07.10.12 18:00 0.03 0.05 0.02
 -------- 19:00 0.05 0.10 0.03
 -------- 20:00 0.09 0.18 0.07
 -------- 21:00 0.09 0.13 0.07
 -------- 22:00 0.19 0.14 0.16
 07.10.12 23:00 0.11 0.12 0.10
 -------- 00:00 0.16 0.11 0.15
 -------- 01:00 0.14 0.08 0.22
 -------- 02:00 0.10 0.07 0.12
 -------- 03:00 0.06 0.06 0.06
 08.10.12 04:00 0.07 0.06 0.10
 -------- 05:00 0.08 0.05 0.13
 -------- 06:00 0.07 0.05 0.10
 -------- 07:00 0.09 0.07 0.12
 -------- 08:00 0.17 0.07 0.26
 08.10.12 09:00 0.22 0.15 0.37
