 Date Time CO NO2 NO
 04.01.13 00:00 ---- 0.05 0.03
 -------- 01:00 ---- 0.04 0.02
 -------- 02:00 ---- 0.03 0.02
 -------- 03:00 ---- 0.03 0.02
 -------- 04:00 ---- 0.03 0.02
 04.01.13 05:00 ---- 0.03 0.03
 -------- 06:00 ---- 0.05 0.03
 -------- 07:00 ---- 0.06 0.03
 -------- 08:00 ---- 0.08 0.06
 -------- 09:00 ---- 0.09 0.05
 04.01.13 10:00 0.02 0.10 0.05
 -------- 11:00 0.02 0.11 0.06
 -------- 12:00 0.02 0.09 0.06
 -------- 13:00 ---- 0.07 0.04
 -------- 14:00 ---- 0.08 0.04
 04.01.13 15:00 ---- 0.09 0.05
 -------- 16:00 0.02 0.11 0.07
 -------- 17:00 0.02 0.09 0.05
 -------- 18:00 0.02 0.11 0.06
 -------- 19:00 0.02 0.11 0.07
 04.01.13 20:00 0.02 0.09 0.10
 -------- 21:00 0.02 0.10 0.06
 -------- 22:00 ---- 0.09 0.05
 -------- 23:00 ---- 0.08 0.04
 -------- 00:00 ---- 0.07 0.05
 05.01.13 01:00 ---- 0.07 0.06
 -------- 02:00 ---- 0.06 0.03
 -------- 03:00 ---- 0.07 0.02
 -------- 04:00 ---- 0.09 0.03
 -------- 05:00 ---- 0.11 0.03
 05.01.13 06:00 ---- 0.10 0.03
 -------- 07:00 ---- 0.07 0.02
 -------- 08:00 ---- 0.06 0.02
 -------- 09:00 ---- 0.07 0.02
 -------- 10:00 ---- 0.06 0.02
 05.01.13 11:00 ---- 0.06 0.02
 -------- 12:00 ---- 0.04 0.02
 -------- 13:00 ---- 0.05 0.02
 -------- 14:00 ---- 0.03 0.02
 -------- 15:00 ---- 0.05 0.02
 05.01.13 16:00 ---- 0.04 0.02
 -------- 17:00 ---- 0.05 0.02
 -------- 18:00 0.02 0.05 0.03
 -------- 19:00 ---- 0.05 0.02
 -------- 20:00 ---- 0.05 0.02
 05.01.13 21:00 ---- 0.05 0.02
 -------- 22:00 ---- 0.05 0.02
 -------- 23:00 ---- 0.04 0.02
