 Date Time CO NO2 NO
 23.12.12 12:00 0.02 0.12 0.03
 -------- 13:00 0.05 0.14 0.04
 -------- 14:00 0.06 0.16 0.05
 -------- 15:00 0.06 0.14 0.03
 -------- 16:00 0.04 0.13 0.02
 23.12.12 17:00 ---- 0.17 0.04
 -------- 18:00 0.02 0.17 0.04
 -------- 19:00 ---- 0.16 0.04
 -------- 20:00 ---- 0.15 0.05
 -------- 21:00 ---- 0.16 0.06
 23.12.12 22:00 ---- 0.15 0.06
 -------- 23:00 0.02 0.16 0.12
 -------- 00:00 0.02 0.18 0.25
 -------- 01:00 0.04 0.19 0.25
 -------- 02:00 0.03 0.18 0.20
 24.12.12 03:00 0.02 0.19 0.25
 -------- 04:00 ---- 0.20 0.21
 -------- 05:00 ---- 0.22 0.21
 -------- 06:00 ---- 0.24 0.22
 -------- 07:00 0.03 0.27 0.31
 24.12.12 08:00 0.07 0.25 0.28
 -------- 09:00 0.10 0.28 0.39
 -------- 10:00 0.10 0.27 0.38
 -------- 11:00 0.09 0.27 0.38
 -------- 12:00 0.11 0.37 0.55
 24.12.12 13:00 0.05 0.41 0.63
 -------- 14:00 0.07 0.42 0.62
 -------- 15:00 0.08 0.45 0.64
 -------- 16:00 0.10 0.46 0.66
 -------- 17:00 0.12 0.47 0.71
 24.12.12 18:00 0.11 0.42 0.63
 -------- 19:00 0.06 0.36 0.51
 -------- 20:00 0.02 0.37 0.52
 -------- 21:00 ---- 0.32 0.44
 -------- 22:00 ---- 0.32 0.44
 24.12.12 23:00 0.02 0.30 0.39
 -------- 00:00 ---- 0.26 0.19
 -------- 01:00 ---- 0.24 0.13
 -------- 02:00 ---- 0.23 0.11
 -------- 03:00 ---- 0.22 0.08
 25.12.12 04:00 ---- 0.21 0.06
 -------- 05:00 ---- 0.17 0.03
 -------- 06:00 ---- 0.13 0.03
 -------- 07:00 ---- 0.13 0.04
 -------- 08:00 ---- 0.12 0.05
 25.12.12 09:00 ---- 0.11 0.05
 -------- 10:00 ---- 0.11 0.05
 -------- 11:00 ---- 0.11 0.05
