 Date Time CO NO2 NO
 05.10.12 00:00 0.04 0.05 0.03
 -------- 01:00 0.04 0.05 0.03
 -------- 02:00 0.04 0.04 0.04
 -------- 03:00 0.04 0.06 0.04
 -------- 04:00 0.04 0.05 0.04
 05.10.12 05:00 0.04 0.05 0.04
 -------- 06:00 0.07 0.09 0.07
 -------- 07:00 0.11 0.13 0.12
 -------- 08:00 0.13 0.13 0.10
 -------- 09:00 0.15 0.18 0.17
 05.10.12 10:00 0.21 0.22 0.27
 -------- 11:00 0.19 0.24 0.28
 -------- 12:00 0.16 0.26 0.21
 -------- 13:00 0.16 0.24 0.22
 -------- 14:00 0.16 0.24 0.22
 05.10.12 15:00 0.21 0.26 0.28
 -------- 16:00 0.18 0.24 0.23
 -------- 17:00 0.15 0.24 0.16
 -------- 18:00 0.09 0.17 0.11
 -------- 19:00 0.10 0.14 0.09
 05.10.12 20:00 0.10 0.12 0.09
 -------- 21:00 0.08 0.11 0.08
 -------- 22:00 0.07 0.11 0.07
 -------- 23:00 0.07 0.10 0.07
 -------- 00:00 0.06 0.10 0.06
 06.10.12 01:00 0.04 0.06 0.05
 -------- 02:00 0.04 0.05 0.05
 -------- 03:00 0.04 0.04 0.04
 -------- 04:00 0.04 0.04 0.04
 -------- 05:00 0.04 0.04 0.04
 06.10.12 06:00 0.04 0.05 0.04
 -------- 07:00 0.07 0.08 0.06
 -------- 08:00 0.07 0.08 0.07
 -------- 09:00 0.09 0.10 0.08
 -------- 10:00 0.08 0.09 0.07
 06.10.12 11:00 0.08 0.10 0.07
 -------- 12:00 0.08 0.10 0.07
 -------- 13:00 0.07 0.09 0.06
 -------- 14:00 0.06 0.08 0.05
 -------- 15:00 0.07 0.09 0.05
 06.10.12 16:00 0.05 0.08 0.04
 -------- 17:00 0.04 0.06 0.02
 -------- 18:00 0.04 0.05 0.02
 -------- 19:00 0.04 0.05 0.02
 -------- 20:00 0.04 0.05 0.02
 06.10.12 21:00 0.04 0.04 0.02
 -------- 22:00 0.02 0.04 0.02
