 Date Time CO NO2 NO
 14.02.13 00:00 ---- 0.11 0.01
 -------- 01:00 ---- 0.10 0.01
 -------- 02:00 ---- 0.10 0.01
 -------- 03:00 ---- 0.09 0.01
 -------- 04:00 ---- 0.09 0.01
 14.02.13 05:00 ---- 0.08 0.01
 -------- 06:00 ---- 0.08 0.01
 -------- 07:00 0.02 0.09 0.01
 -------- 08:00 0.02 0.09 0.01
 -------- 09:00 0.02 0.09 0.02
 14.02.13 10:00 0.04 0.10 0.02
 -------- 11:00 0.03 0.07 0.02
 -------- 12:00 0.02 0.07 0.02
 -------- 13:00 ---- 0.10 0.02
 -------- 14:00 ---- 0.17 0.02
 14.02.13 15:00 ---- 0.16 0.02
 -------- 16:00 ---- 0.13 0.02
 -------- 17:00 ---- 0.10 0.01
 -------- 18:00 0.02 0.15 0.02
 -------- 19:00 0.02 0.17 0.02
 14.02.13 20:00 0.02 0.19 0.04
 -------- 21:00 0.02 0.21 0.05
 -------- 22:00 0.02 0.19 0.03
 -------- 23:00 0.02 0.18 0.03
 -------- 00:00 0.03 0.19 0.04
 15.02.13 01:00 0.04 0.19 0.04
 -------- 02:00 0.02 0.19 0.04
 -------- 03:00 ---- 0.19 0.04
 -------- 04:00 ---- 0.19 0.05
 -------- 05:00 ---- 0.19 0.06
 15.02.13 06:00 0.03 0.19 0.07
 -------- 07:00 0.05 0.19 0.07
 -------- 08:00 0.04 0.19 0.05
 -------- 09:00 0.03 0.19 0.07
 -------- 10:00 0.02 0.19 0.08
 15.02.13 11:00 0.02 0.19 0.08
 -------- 12:00 0.02 0.18 0.07
 -------- 13:00 ---- 0.15 0.06
 -------- 14:00 ---- 0.11 0.03
 -------- 15:00 ---- 0.09 0.02
 15.02.13 16:00 ---- 0.09 0.02
