 Date Time CO NO2 NO
 24.12.12 12:00 0.12 0.39 0.59
 -------- 13:00 0.05 0.41 0.63
 -------- 14:00 0.07 0.42 0.62
 -------- 15:00 0.08 0.45 0.64
 -------- 16:00 0.10 0.46 0.66
 24.12.12 17:00 0.12 0.47 0.71
 -------- 18:00 0.11 0.42 0.63
 -------- 19:00 0.06 0.36 0.51
 -------- 20:00 0.02 0.37 0.52
 -------- 21:00 ---- 0.32 0.44
 24.12.12 22:00 ---- 0.32 0.44
 -------- 23:00 0.02 0.30 0.39
 -------- 00:00 ---- 0.26 0.19
 -------- 01:00 ---- 0.24 0.13
 -------- 02:00 ---- 0.23 0.11
 25.12.12 03:00 ---- 0.22 0.08
 -------- 04:00 ---- 0.21 0.06
 -------- 05:00 ---- 0.17 0.03
 -------- 06:00 ---- 0.13 0.03
 -------- 07:00 ---- 0.13 0.04
 25.12.12 08:00 ---- 0.12 0.05
 -------- 09:00 ---- 0.11 0.05
 -------- 10:00 ---- 0.11 0.05
 -------- 11:00 ---- 0.11 0.05
 -------- 12:00 ---- 0.09 0.05
 25.12.12 13:00 ---- 0.09 0.04
 -------- 14:00 0.02 0.09 0.04
 -------- 15:00 ---- 0.10 0.05
 -------- 16:00 ---- 0.11 0.05
 -------- 17:00 0.02 0.12 0.07
 25.12.12 18:00 0.03 0.13 0.08
 -------- 19:00 ---- 0.13 0.09
 -------- 20:00 ---- 0.11 0.04
 -------- 21:00 ---- 0.10 0.04
 -------- 22:00 ---- 0.09 0.04
 25.12.12 23:00 ---- 0.09 0.04
 -------- 00:00 ---- 0.09 0.04
 -------- 01:00 ---- 0.11 0.03
 -------- 02:00 ---- 0.10 0.02
 -------- 03:00 ---- 0.11 0.02
 26.12.12 04:00 ---- 0.12 0.03
 -------- 05:00 ---- 0.12 0.03
 -------- 06:00 ---- 0.14 0.04
 -------- 07:00 ---- 0.15 0.04
 -------- 08:00 0.02 0.15 0.05
 26.12.12 09:00 0.02 0.15 0.06
 -------- 10:00 0.03 0.16 0.06
 -------- 11:00 0.02 0.17 0.05
