 Date Time CO NO2 NO
 10.12.12 00:00 0.10 0.11 0.07
 -------- 01:00 0.12 0.17 0.30
 -------- 02:00 0.14 0.15 0.31
 -------- 03:00 0.15 0.16 0.36
 -------- 04:00 0.13 0.17 0.29
 10.12.12 05:00 0.10 0.17 0.17
 -------- 06:00 0.12 0.17 0.13
 -------- 07:00 0.24 0.18 0.18
 -------- 08:00 0.17 0.18 0.18
 -------- 09:00 0.15 0.16 0.15
 10.12.12 10:00 0.11 0.15 0.12
 -------- 11:00 0.08 0.12 0.07
 -------- 12:00 0.08 0.12 0.09
 -------- 13:00 0.09 0.12 0.09
 -------- 14:00 0.08 0.12 0.10
 10.12.12 15:00 0.08 0.10 0.07
 -------- 16:00 0.08 0.10 0.07
 -------- 17:00 0.08 0.11 0.09
 -------- 18:00 0.08 0.12 0.10
 -------- 19:00 0.09 0.12 0.10
 10.12.12 20:00 0.08 0.11 0.08
 -------- 21:00 0.07 0.11 0.06
 -------- 22:00 0.07 0.13 0.05
 -------- 23:00 0.04 0.09 0.02
 -------- 00:00 0.04 0.07 0.02
 11.12.12 01:00 0.04 0.08 0.02
 -------- 02:00 0.04 0.06 0.02
 -------- 03:00 0.04 0.05 0.02
 -------- 04:00 0.04 0.05 0.02
 -------- 05:00 0.04 0.06 0.02
 11.12.12 06:00 0.05 0.06 0.02
 -------- 07:00 0.04 0.08 0.03
 -------- 08:00 0.06 0.12 0.04
 -------- 09:00 0.05 0.10 0.03
 -------- 10:00 0.06 0.13 0.04
 11.12.12 11:00 0.04 0.13 0.04
 -------- 12:00 0.06 0.15 0.05
 -------- 13:00 0.06 0.14 0.05
 -------- 14:00 0.05 0.10 0.05
 -------- 15:00 0.06 0.09 0.04
 11.12.12 16:00 0.06 0.12 0.05
 -------- 17:00 0.11 0.19 0.06
 -------- 18:00 0.08 0.21 0.06
 -------- 19:00 0.07 0.18 0.04
 -------- 20:00 0.06 0.20 0.04
 11.12.12 21:00 0.06 0.20 0.06
 -------- 22:00 0.07 0.18 0.08
 -------- 23:00 0.08 0.18 0.09
