 Date Time CO NO2 NO
 07.02.13 12:00 0.02 0.11 0.06
 -------- 13:00 0.02 0.09 0.06
 -------- 14:00 ---- 0.10 0.05
 -------- 15:00 ---- 0.12 0.07
 -------- 16:00 ---- 0.13 0.07
 07.02.13 17:00 0.02 0.15 0.07
 -------- 18:00 0.02 0.17 0.09
 -------- 19:00 ---- 0.16 0.07
 -------- 20:00 ---- 0.13 0.05
 -------- 21:00 ---- 0.11 0.05
 07.02.13 22:00 ---- 0.10 0.04
 -------- 23:00 ---- 0.09 0.03
 -------- 00:00 ---- 0.09 0.03
 -------- 01:00 ---- 0.10 0.03
 -------- 02:00 ---- 0.12 0.03
 08.02.13 03:00 ---- 0.09 0.03
 -------- 04:00 ---- 0.07 0.02
 -------- 05:00 ---- 0.07 0.02
 -------- 06:00 ---- 0.09 0.03
 -------- 07:00 0.02 0.15 0.05
 08.02.13 08:00 0.03 0.17 0.07
 -------- 09:00 0.04 0.17 0.08
 -------- 10:00 ---- 0.16 0.08
 -------- 11:00 ---- 0.15 0.09
 -------- 12:00 0.06 0.16 0.09
 08.02.13 13:00 0.03 0.17 0.11
 -------- 14:00 0.02 0.17 0.11
 -------- 15:00 0.02 0.16 0.09
 -------- 16:00 ---- 0.16 0.09
 -------- 17:00 ---- 0.17 0.11
 08.02.13 18:00 ---- 0.17 0.08
 -------- 19:00 ---- 0.17 0.06
 -------- 20:00 ---- 0.19 0.07
 -------- 21:00 ---- 0.19 0.07
 -------- 22:00 ---- 0.18 0.05
 08.02.13 23:00 ---- 0.19 0.05
 -------- 00:00 ---- 0.19 0.04
 -------- 01:00 ---- 0.18 0.03
 -------- 02:00 ---- 0.16 0.02
 -------- 03:00 ---- 0.16 0.03
 09.02.13 04:00 ---- 0.12 0.02
 -------- 05:00 ---- 0.10 0.02
 -------- 06:00 ---- 0.09 0.02
 -------- 07:00 ---- 0.09 0.02
 -------- 08:00 ---- 0.11 0.02
 09.02.13 09:00 0.02 0.16 0.05
 -------- 10:00 0.03 0.15 0.04
 -------- 11:00 0.02 0.13 0.03
