 Date Time CO NO2 NO
 14.03.13 12:00 0.12 0.33 0.15
 -------- 13:00 0.15 0.35 0.22
 -------- 14:00 0.11 0.30 0.13
 -------- 15:00 0.10 0.28 0.10
 -------- 16:00 0.11 0.29 0.11
 14.03.13 17:00 0.12 0.31 0.12
 -------- 18:00 0.14 0.33 0.14
 -------- 19:00 0.15 0.32 0.15
 -------- 20:00 0.18 0.30 0.14
 -------- 21:00 0.09 0.20 0.05
 14.03.13 22:00 0.08 0.15 0.03
 -------- 23:00 0.06 0.13 0.02
 -------- 00:00 0.06 0.11 0.01
 -------- 01:00 0.06 0.11 0.01
 -------- 02:00 0.05 0.10 0.01
 15.03.13 03:00 0.06 0.12 0.03
 -------- 04:00 0.06 0.13 0.02
 -------- 05:00 0.06 0.13 0.02
 -------- 06:00 0.07 0.17 0.02
 -------- 07:00 0.08 0.22 0.09
 15.03.13 08:00 0.11 0.22 0.12
 -------- 09:00 0.10 0.19 0.09
 -------- 10:00 0.09 0.14 0.05
 -------- 11:00 0.06 0.10 0.02
 -------- 12:00 0.06 0.08 0.02
 15.03.13 13:00 0.05 0.07 0.01
 -------- 14:00 0.05 0.06 0.01
 -------- 15:00 0.06 0.06 0.01
 -------- 16:00 0.05 0.06 0.01
 -------- 17:00 0.04 0.05 0.01
 15.03.13 18:00 0.04 0.05 0.01
 -------- 19:00 0.05 0.05 0.00
 -------- 20:00 0.06 0.05 0.01
 -------- 21:00 0.06 0.06 0.00
 -------- 22:00 0.06 0.05 0.01
 15.03.13 23:00 0.06 0.06 0.00
 -------- 00:00 0.06 0.06 0.01
 -------- 01:00 0.06 0.08 0.01
 -------- 02:00 0.06 0.08 0.01
 -------- 03:00 0.07 0.11 0.02
 16.03.13 04:00 0.06 0.09 0.01
 -------- 05:00 0.07 0.12 0.02
 -------- 06:00 0.06 0.12 0.02
 -------- 07:00 0.06 0.09 0.02
 -------- 08:00 0.06 0.09 0.02
 16.03.13 09:00 0.06 0.11 0.03
 -------- 10:00 0.07 0.13 0.05
 -------- 11:00 0.13 0.15 0.14
