 Date Time CO NO2 NO
 15.01.13 12:00 0.02 0.08 0.03
 -------- 13:00 0.02 0.09 0.03
 -------- 14:00 0.05 0.12 0.05
 -------- 15:00 0.04 0.12 0.06
 -------- 16:00 ---- 0.13 0.06
 15.01.13 17:00 ---- 0.13 0.06
 -------- 18:00 ---- 0.14 0.05
 -------- 19:00 0.02 0.12 0.05
 -------- 20:00 ---- 0.09 0.03
 -------- 21:00 ---- 0.09 0.03
 15.01.13 22:00 ---- 0.07 0.02
 -------- 23:00 ---- 0.09 0.03
 -------- 00:00 ---- 0.06 0.02
 -------- 01:00 ---- 0.07 0.01
 -------- 02:00 ---- 0.10 0.02
 16.01.13 03:00 0.02 0.20 0.05
 -------- 04:00 0.02 0.23 0.13
 -------- 05:00 0.04 0.23 0.14
 -------- 06:00 0.04 0.22 0.09
 -------- 07:00 0.04 0.22 0.12
 16.01.13 08:00 0.08 0.22 0.11
 -------- 09:00 0.09 0.22 0.14
 -------- 10:00 0.07 0.22 0.16
 -------- 11:00 0.05 0.20 0.12
 -------- 12:00 ---- 0.19 0.14
 16.01.13 13:00 ---- 0.19 0.12
 -------- 14:00 ---- 0.19 0.12
 -------- 15:00 ---- 0.19 0.12
 -------- 16:00 ---- 0.22 0.18
 -------- 17:00 ---- 0.23 0.19
 16.01.13 18:00 ---- 0.20 0.14
 -------- 19:00 ---- 0.18 0.09
 -------- 20:00 ---- 0.18 0.06
 -------- 21:00 ---- 0.15 0.03
 -------- 22:00 ---- 0.14 0.03
 16.01.13 23:00 ---- 0.12 0.02
 -------- 00:00 ---- 0.08 0.02
 -------- 01:00 ---- 0.07 0.01
 -------- 02:00 ---- 0.07 0.01
 -------- 03:00 ---- 0.06 0.01
 17.01.13 04:00 ---- 0.06 0.01
 -------- 05:00 ---- 0.06 0.01
 -------- 06:00 ---- 0.05 0.01
 -------- 07:00 ---- 0.04 0.01
 -------- 08:00 0.02 0.05 0.01
 17.01.13 09:00 ---- 0.06 0.01
 -------- 10:00 ---- 0.06 0.01
 -------- 11:00 ---- 0.06 0.01
