 Date Time CO NO2 NO
 07.01.13 12:00 ---- 0.02 0.01
 -------- 13:00 ---- 0.02 0.02
 -------- 14:00 ---- 0.02 0.02
 -------- 15:00 ---- 0.02 0.01
 -------- 16:00 ---- 0.02 0.01
 07.01.13 17:00 ---- 0.03 0.02
 -------- 18:00 ---- 0.03 0.01
 -------- 19:00 ---- 0.02 0.01
 -------- 20:00 ---- 0.02 0.01
 -------- 21:00 ---- 0.02 0.01
 07.01.13 22:00 ---- 0.02 0.01
 -------- 23:00 ---- 0.02 0.01
 -------- 00:00 ---- 0.01 0.01
 -------- 01:00 ---- 0.02 0.01
 -------- 02:00 ---- 0.01 0.01
 08.01.13 03:00 ---- 0.01 0.01
 -------- 04:00 ---- 0.01 0.01
 -------- 05:00 ---- 0.01 0.01
 -------- 06:00 ---- 0.01 0.01
 -------- 07:00 0.02 0.02 0.01
 08.01.13 08:00 ---- 0.02 0.01
 -------- 09:00 ---- 0.03 0.02
 -------- 10:00 ---- 0.04 0.02
 -------- 11:00 0.02 0.04 0.02
 -------- 12:00 0.02 0.04 0.02
 08.01.13 13:00 0.02 0.07 0.04
 -------- 14:00 ---- 0.09 0.05
 -------- 15:00 ---- 0.08 0.04
 -------- 16:00 ---- 0.06 0.03
 -------- 17:00 ---- 0.08 0.03
 08.01.13 18:00 ---- 0.11 0.04
 -------- 19:00 ---- 0.08 0.02
 -------- 20:00 ---- 0.06 0.02
 -------- 21:00 ---- 0.07 0.02
 -------- 22:00 ---- 0.07 0.02
 08.01.13 23:00 ---- 0.08 0.02
 -------- 00:00 ---- 0.09 0.02
 -------- 01:00 ---- 0.08 0.02
 -------- 02:00 ---- 0.07 0.02
 -------- 03:00 ---- 0.04 0.02
 09.01.13 04:00 ---- 0.03 0.01
 -------- 05:00 ---- 0.06 0.02
 -------- 06:00 ---- 0.06 0.02
 -------- 07:00 ---- 0.10 0.04
 -------- 08:00 0.02 0.10 0.09
 09.01.13 09:00 0.04 0.10 0.12
 -------- 10:00 0.02 0.10 0.11
 -------- 11:00 0.02 0.10 0.17
