 Date Time CO NO2 NO
 26.11.12 00:00 0.06 0.12 0.01
 -------- 01:00 0.06 0.10 0.01
 -------- 02:00 0.06 0.09 0.01
 -------- 03:00 0.06 0.08 0.01
 -------- 04:00 0.06 0.08 0.01
 26.11.12 05:00 0.06 0.08 0.01
 -------- 06:00 0.07 0.08 0.02
 -------- 07:00 0.09 0.09 0.04
 -------- 08:00 0.15 0.10 0.07
 -------- 09:00 0.09 0.09 0.06
 26.11.12 10:00 0.11 0.09 0.07
 -------- 11:00 0.10 0.09 0.08
 -------- 12:00 0.10 0.08 0.07
 -------- 13:00 0.09 0.08 0.08
 -------- 14:00 0.09 0.08 0.08
 26.11.12 15:00 0.09 0.08 0.08
 -------- 16:00 0.10 0.08 0.10
 -------- 17:00 0.07 0.07 0.04
 -------- 18:00 0.09 0.07 0.07
 -------- 19:00 0.10 0.07 0.10
 26.11.12 20:00 0.09 0.06 0.06
 -------- 21:00 0.06 0.06 0.03
 -------- 22:00 0.06 0.05 0.03
 -------- 23:00 0.05 0.05 0.02
 -------- 00:00 0.04 0.04 0.01
 27.11.12 01:00 0.04 0.04 0.01
 -------- 02:00 0.04 0.02 0.01
 -------- 03:00 0.04 0.02 0.01
 -------- 04:00 0.04 0.01 0.01
 -------- 05:00 0.04 0.02 0.01
 27.11.12 06:00 0.04 0.04 0.01
 -------- 07:00 0.05 0.05 0.02
 -------- 08:00 0.09 0.07 0.04
 -------- 09:00 0.06 0.06 0.03
 -------- 10:00 0.07 0.06 0.06
 27.11.12 11:00 0.06 0.05 0.04
 -------- 12:00 0.06 0.04 0.03
 -------- 13:00 0.06 0.05 0.03
 -------- 14:00 0.06 0.05 0.03
 -------- 15:00 0.06 0.05 0.02
 27.11.12 16:00 0.06 0.06 0.02
 -------- 17:00 0.07 0.06 0.03
 -------- 18:00 0.07 0.07 0.03
 -------- 19:00 0.08 0.07 0.03
 -------- 20:00 0.05 0.07 0.02
 27.11.12 21:00 0.05 0.07 0.02
 -------- 22:00 0.05 0.06 0.02
 -------- 23:00 0.04 0.05 0.02
