 Date Time CO NO2 NO
 31.03.13 12:00 0.05 0.12 0.03
 -------- 13:00 0.05 0.13 0.03
 -------- 14:00 0.06 0.13 0.03
 -------- 15:00 0.06 0.11 0.02
 -------- 16:00 0.05 0.12 0.02
 31.03.13 17:00 0.06 0.11 0.02
 -------- 18:00 0.06 0.10 0.02
 -------- 19:00 0.07 0.13 0.02
 -------- 20:00 0.12 0.13 0.02
 -------- 21:00 0.08 0.13 0.02
 31.03.13 22:00 0.10 0.22 0.06
 -------- 23:00 0.19 0.25 0.26
 -------- 00:00 0.19 0.23 0.30
 -------- 01:00 0.19 0.24 0.33
 -------- 02:00 0.14 0.20 0.30
 01.04.13 03:00 0.12 0.22 0.26
 -------- 04:00 0.09 0.22 0.11
 -------- 05:00 0.08 0.22 0.05
 -------- 06:00 0.08 0.20 0.03
 -------- 07:00 0.10 0.17 0.03
 01.04.13 08:00 0.08 0.17 0.03
 -------- 09:00 0.08 0.19 0.04
 -------- 10:00 0.07 0.18 0.04
 -------- 11:00 0.06 0.16 0.03
 -------- 12:00 0.06 0.14 0.02
 01.04.13 13:00 0.06 0.16 0.03
 -------- 14:00 0.07 0.18 0.04
 -------- 15:00 0.07 0.21 0.07
 -------- 16:00 0.07 0.22 0.07
 -------- 17:00 0.09 0.22 0.07
 01.04.13 18:00 0.11 0.23 0.07
 -------- 19:00 0.09 0.23 0.06
 -------- 20:00 0.11 0.25 0.06
 -------- 21:00 0.10 0.26 0.06
 -------- 22:00 0.07 0.20 0.04
 01.04.13 23:00 0.06 0.15 0.04
 -------- 00:00 0.05 0.13 0.03
 -------- 01:00 0.06 0.11 0.02
 -------- 02:00 0.05 0.11 0.03
 -------- 03:00 0.04 0.13 0.03
 02.04.13 04:00 0.04 0.13 0.03
 -------- 05:00 0.04 0.11 0.02
 -------- 06:00 0.06 0.12 0.03
 -------- 07:00 0.09 0.14 0.05
 -------- 08:00 0.11 0.18 0.07
 02.04.13 09:00 0.07 0.15 0.03
 -------- 10:00 0.07 0.17 0.03
 -------- 11:00 0.08 0.15 0.04
