 Date Time CO NO2 NO
 28.11.12 12:00 0.16 0.13 0.23
 -------- 13:00 0.16 0.15 0.25
 -------- 14:00 0.12 0.15 0.17
 -------- 15:00 0.15 0.14 0.23
 -------- 16:00 0.15 0.14 0.23
 28.11.12 17:00 0.11 0.14 0.15
 -------- 18:00 0.09 0.15 0.12
 -------- 19:00 0.08 0.15 0.07
 -------- 20:00 0.07 0.14 0.05
 -------- 21:00 0.06 0.15 0.04
 28.11.12 22:00 0.06 0.15 0.03
 -------- 23:00 0.06 0.15 0.03
 -------- 00:00 0.06 0.14 0.02
 -------- 01:00 0.04 0.13 0.02
 -------- 02:00 0.04 0.12 0.01
 29.11.12 03:00 0.04 0.11 0.01
 -------- 04:00 0.04 0.09 0.00
 -------- 05:00 0.04 0.07 0.00
 -------- 06:00 0.04 0.07 0.00
 -------- 07:00 0.05 0.08 0.01
 29.11.12 08:00 0.04 0.08 0.00
 -------- 09:00 0.05 0.10 0.01
 -------- 10:00 0.05 0.10 0.01
 -------- 11:00 0.04 0.10 0.01
 -------- 12:00 0.05 0.09 0.01
 29.11.12 13:00 0.04 0.08 0.01
 -------- 14:00 0.04 0.09 0.01
 -------- 15:00 0.04 0.10 0.01
 -------- 16:00 0.04 0.11 0.01
 -------- 17:00 0.04 0.11 0.01
 29.11.12 18:00 0.05 0.10 0.01
 -------- 19:00 0.05 0.10 0.00
 -------- 20:00 0.04 0.11 0.01
 -------- 21:00 0.04 0.10 0.01
 -------- 22:00 0.05 0.10 0.01
 29.11.12 23:00 0.04 0.10 0.01
 -------- 00:00 0.04 0.11 0.01
 -------- 01:00 0.04 0.10 0.01
 -------- 02:00 0.04 0.09 0.00
 -------- 03:00 0.04 0.09 0.00
 30.11.12 04:00 0.04 0.08 0.00
 -------- 05:00 0.04 0.07 0.00
 -------- 06:00 0.04 0.07 0.00
 -------- 07:00 0.05 0.08 0.00
 -------- 08:00 0.05 0.10 0.01
 30.11.12 09:00 0.05 0.11 0.01
 -------- 10:00 0.07 0.12 0.03
 -------- 11:00 0.06 0.11 0.03
