 Date Time CO NO2 NO
 18.11.12 12:00 0.06 0.06 0.02
 -------- 13:00 0.05 0.06 0.02
 -------- 14:00 0.04 0.06 0.02
 -------- 15:00 0.05 0.06 0.02
 -------- 16:00 0.05 0.05 0.02
 18.11.12 17:00 0.05 0.07 0.02
 -------- 18:00 0.05 0.06 0.02
 -------- 19:00 0.05 0.05 0.02
 -------- 20:00 0.04 0.04 0.01
 -------- 21:00 0.04 0.04 0.01
 18.11.12 22:00 0.04 0.03 0.01
 -------- 23:00 0.04 0.02 0.01
 -------- 00:00 0.04 0.02 0.00
 -------- 01:00 0.04 0.02 0.00
 -------- 02:00 0.03 0.01 0.00
 19.11.12 03:00 0.04 0.01 ----
 -------- 04:00 0.04 0.01 0.00
 -------- 05:00 0.04 0.01 0.00
 -------- 06:00 0.04 0.03 0.01
 -------- 07:00 0.05 0.05 0.02
 19.11.12 08:00 0.07 0.06 0.03
 -------- 09:00 0.06 0.07 0.03
 -------- 10:00 0.05 0.06 0.02
 -------- 11:00 0.06 0.06 0.03
 -------- 12:00 0.05 0.06 0.03
 19.11.12 13:00 0.06 0.05 0.02
 -------- 14:00 0.06 0.07 0.04
 -------- 15:00 0.06 0.07 0.04
 -------- 16:00 0.07 0.07 0.04
 -------- 17:00 0.06 0.07 0.03
 19.11.12 18:00 0.06 0.06 0.03
 -------- 19:00 0.06 0.06 0.02
 -------- 20:00 0.05 0.05 0.02
 -------- 21:00 0.05 0.04 0.01
 -------- 22:00 0.05 0.04 0.01
 19.11.12 23:00 0.05 0.04 0.01
 -------- 00:00 0.04 0.04 0.01
 -------- 01:00 0.04 0.04 0.01
 -------- 02:00 0.04 0.03 0.00
 -------- 03:00 0.04 0.03 0.00
 20.11.12 04:00 0.04 0.02 0.01
 -------- 05:00 0.05 0.02 0.01
 -------- 06:00 0.05 0.03 0.01
 -------- 07:00 0.06 0.05 0.02
 -------- 08:00 0.07 0.05 0.03
 20.11.12 09:00 0.07 0.06 0.05
 -------- 10:00 0.09 0.06 0.07
 -------- 11:00 0.08 0.07 0.07
