 Date Time CO NO2 NO
 10.12.12 12:00 0.08 0.11 0.09
 -------- 13:00 0.09 0.12 0.09
 -------- 14:00 0.08 0.12 0.10
 -------- 15:00 0.08 0.10 0.07
 -------- 16:00 0.08 0.10 0.07
 10.12.12 17:00 0.08 0.11 0.09
 -------- 18:00 0.08 0.12 0.10
 -------- 19:00 0.09 0.12 0.10
 -------- 20:00 0.08 0.11 0.08
 -------- 21:00 0.07 0.11 0.06
 10.12.12 22:00 0.07 0.13 0.05
 -------- 23:00 0.04 0.09 0.02
 -------- 00:00 0.04 0.07 0.02
 -------- 01:00 0.04 0.08 0.02
 -------- 02:00 0.04 0.06 0.02
 11.12.12 03:00 0.04 0.05 0.02
 -------- 04:00 0.04 0.05 0.02
 -------- 05:00 0.04 0.06 0.02
 -------- 06:00 0.05 0.06 0.02
 -------- 07:00 0.04 0.08 0.03
 11.12.12 08:00 0.06 0.12 0.04
 -------- 09:00 0.05 0.10 0.03
 -------- 10:00 0.06 0.13 0.04
 -------- 11:00 0.04 0.13 0.04
 -------- 12:00 0.06 0.15 0.05
 11.12.12 13:00 0.06 0.14 0.05
 -------- 14:00 0.05 0.10 0.05
 -------- 15:00 0.06 0.09 0.04
 -------- 16:00 0.06 0.12 0.05
 -------- 17:00 0.11 0.19 0.06
 11.12.12 18:00 0.08 0.21 0.06
 -------- 19:00 0.07 0.18 0.04
 -------- 20:00 0.06 0.20 0.04
 -------- 21:00 0.06 0.20 0.06
 -------- 22:00 0.07 0.18 0.08
 11.12.12 23:00 0.08 0.18 0.09
 -------- 00:00 0.07 0.18 0.07
 -------- 01:00 0.06 0.18 0.08
 -------- 02:00 0.06 0.18 0.09
 -------- 03:00 0.06 0.18 0.06
 12.12.12 04:00 0.06 0.18 0.05
 -------- 05:00 0.06 0.19 0.07
