 Date Time CO NO2 CHX NO
 05.12.12 12:00 0.04 0.20 1.56 0.03
 -------- 13:00 0.02 0.15 1.53 0.02
 -------- 14:00 0.02 0.14 1.53 0.02
 -------- 15:00 0.02 0.12 1.52 0.01
 -------- 16:00 0.05 0.23 1.54 0.02
 05.12.12 17:00 0.09 0.34 1.73 0.07
 -------- 18:00 0.10 0.35 1.66 0.07
 -------- 19:00 0.09 0.34 1.66 0.05
 -------- 20:00 0.07 0.31 1.61 0.03
 -------- 21:00 0.06 0.31 1.58 0.03
 05.12.12 22:00 0.06 0.28 1.58 0.02
 -------- 23:00 0.05 0.27 1.57 0.02
 -------- 00:00 0.06 0.31 1.58 0.05
 -------- 01:00 0.05 0.31 1.57 0.03
 -------- 02:00 0.05 0.26 1.55 0.02
 06.12.12 03:00 0.04 0.24 1.54 0.01
 -------- 04:00 0.04 0.27 1.53 0.02
 -------- 05:00 0.05 0.27 1.57 0.02
 -------- 06:00 0.04 0.27 1.57 0.04
 -------- 07:00 0.06 0.27 1.57 0.03
 06.12.12 08:00 0.06 0.24 1.57 0.03
 -------- 09:00 0.07 0.27 1.58 0.05
 -------- 10:00 0.08 0.27 1.58 0.06
 -------- 11:00 0.08 0.26 1.58 0.06
 -------- 12:00 0.09 0.26 1.58 0.07
 06.12.12 13:00 0.13 0.28 1.63 0.08
 -------- 14:00 0.10 0.26 1.60 0.06
 -------- 15:00 0.08 0.25 1.58 0.04
 -------- 16:00 0.07 0.22 1.56 0.03
 -------- 17:00 0.09 0.27 1.59 0.04
 06.12.12 18:00 0.07 0.25 1.58 0.03
 -------- 19:00 0.09 0.24 1.61 0.03
 -------- 20:00 0.07 0.20 1.56 0.02
 -------- 21:00 0.06 0.24 1.57 0.02
 -------- 22:00 0.05 0.24 1.57 0.02
 06.12.12 23:00 0.04 0.24 1.61 0.02
 -------- 00:00 0.04 0.21 1.58 0.02
 -------- 01:00 0.04 0.17 1.56 0.01
 -------- 02:00 0.03 0.15 1.55 0.00
 -------- 03:00 0.02 0.11 1.55 0.00
 07.12.12 04:00 0.02 0.10 1.56 0.00
 -------- 05:00 0.02 0.12 1.53 0.00
 -------- 06:00 0.03 0.15 1.55 0.01
 -------- 07:00 0.03 0.19 1.56 0.02
 -------- 08:00 0.05 0.16 1.55 0.01
 07.12.12 09:00 0.04 0.17 1.55 0.02
 -------- 10:00 0.05 0.21 1.57 0.03
 -------- 11:00 0.06 0.21 1.55 0.03
 -------- 12:00 0.06 0.21 1.57 0.03
