 Date Time CO NO2 CHX NO
 11.10.12 00:00 0.03 0.12 1.48 0.00
 -------- 01:00 0.02 0.09 1.47 0.00
 -------- 02:00 0.02 0.08 1.61 ----
 -------- 03:00 0.02 0.09 1.71 ----
 -------- 04:00 0.02 0.09 1.57 ----
 11.10.12 05:00 0.02 0.09 1.71 ----
 -------- 06:00 0.02 0.12 1.71 0.00
 -------- 07:00 0.02 0.14 1.67 0.01
 -------- 08:00 0.03 0.15 1.65 0.01
 -------- 09:00 0.03 0.15 1.53 0.02
 11.10.12 10:00 0.02 0.13 1.49 0.02
 -------- 11:00 0.02 0.11 1.49 0.01
 -------- 12:00 0.02 0.10 1.48 0.01
 -------- 13:00 0.02 0.09 1.48 0.01
 -------- 14:00 0.03 0.12 1.52 0.02
 11.10.12 15:00 0.05 0.17 1.66 0.04
 -------- 16:00 0.05 0.18 1.58 0.03
 -------- 17:00 0.03 0.17 1.55 0.02
 -------- 18:00 0.05 0.25 1.55 0.04
 -------- 19:00 0.08 0.27 1.66 0.06
 11.10.12 20:00 0.07 0.25 1.57 0.04
 -------- 21:00 0.09 0.27 1.57 0.07
 -------- 22:00 0.06 0.23 1.59 0.04
 -------- 23:00 0.29 0.23 1.87 0.07
 -------- 00:00 0.08 0.22 1.57 0.04
 12.10.12 01:00 0.04 0.21 1.68 0.03
 -------- 02:00 0.03 0.19 1.99 0.02
 -------- 03:00 0.02 0.19 1.86 0.02
 -------- 04:00 0.02 0.19 1.85 0.01
 -------- 05:00 0.03 0.20 1.58 0.02
 12.10.12 06:00 0.03 0.21 1.61 0.05
 -------- 07:00 0.13 0.24 1.69 0.21
 -------- 08:00 0.33 0.32 1.81 0.47
 -------- 09:00 0.57 0.31 2.00 0.58
 -------- 10:00 0.45 0.40 1.89 0.66
 12.10.12 11:00 0.43 0.43 1.95 0.65
 -------- 12:00 0.20 0.41 1.83 0.30
 -------- 13:00 0.12 0.40 1.73 0.19
 -------- 14:00 0.09 0.35 1.72 0.15
 -------- 15:00 0.09 0.37 1.82 0.17
 12.10.12 16:00 0.09 0.37 1.84 0.18
 -------- 17:00 0.11 0.35 1.82 0.17
 -------- 18:00 0.10 0.32 1.80 0.13
 -------- 19:00 0.09 0.30 1.87 0.13
 -------- 20:00 0.05 0.29 1.63 0.06
 12.10.12 21:00 0.05 0.27 1.61 0.04
 -------- 22:00 0.08 0.27 1.57 0.02
 -------- 23:00 0.05 0.24 1.54 0.01
