 Date Time CO NO2 CHX NO
 30.01.13 00:00 0.06 0.36 1.71 0.05
 -------- 01:00 0.05 0.34 1.69 0.03
 -------- 02:00 0.03 0.29 1.65 0.01
 -------- 03:00 0.05 0.31 1.66 0.03
 -------- 04:00 0.04 0.29 1.68 0.02
 30.01.13 05:00 0.03 0.32 1.67 0.04
 -------- 06:00 0.05 0.33 1.69 0.04
 -------- 07:00 0.05 0.34 1.74 0.07
 -------- 08:00 0.10 0.36 1.77 0.10
 -------- 09:00 0.10 0.36 1.79 0.11
 30.01.13 10:00 0.11 0.34 1.78 0.11
 -------- 11:00 0.10 0.31 1.75 0.12
 -------- 12:00 0.09 0.30 1.74 0.12
 -------- 13:00 0.11 0.30 1.75 0.12
 -------- 14:00 0.10 0.30 1.76 0.12
 30.01.13 15:00 0.12 0.33 1.78 0.13
 -------- 16:00 0.11 0.33 1.77 0.12
 -------- 17:00 0.08 0.33 1.76 0.10
 -------- 18:00 0.08 0.34 1.74 0.07
 -------- 19:00 0.09 0.34 1.76 0.08
 30.01.13 20:00 0.07 0.34 1.75 0.07
 -------- 21:00 0.04 0.33 1.69 0.05
 -------- 22:00 0.02 0.28 1.65 0.02
 -------- 23:00 ---- 0.25 1.62 0.01
 -------- 00:00 ---- 0.18 1.60 0.00
 31.01.13 01:00 ---- 0.16 1.58 0.01
 -------- 02:00 0.02 0.15 1.59 0.00
 -------- 03:00 ---- 0.18 1.61 0.01
 -------- 04:00 ---- 0.19 1.60 0.01
 -------- 05:00 ---- 0.21 1.62 0.01
 31.01.13 06:00 0.02 0.24 1.63 0.02
 -------- 07:00 0.03 0.26 1.64 0.03
 -------- 08:00 0.04 0.27 1.67 0.03
 -------- 09:00 0.04 0.27 1.66 0.03
 -------- 10:00 0.04 0.26 1.65 0.04
 31.01.13 11:00 0.04 0.25 1.67 0.04
 -------- 12:00 0.05 0.23 1.67 0.04
 -------- 13:00 0.04 0.20 1.64 0.04
 -------- 14:00 0.03 0.20 1.63 0.04
 -------- 15:00 0.04 0.22 1.63 0.03
 31.01.13 16:00 0.04 0.23 1.63 0.03
 -------- 17:00 0.04 0.28 1.63 0.03
 -------- 18:00 0.05 0.27 1.64 0.02
 -------- 19:00 0.04 0.26 1.63 0.02
 -------- 20:00 0.03 0.24 1.62 0.02
 31.01.13 21:00 0.03 0.22 1.62 0.01
 -------- 22:00 0.05 0.22 1.65 0.02
 -------- 23:00 0.03 0.22 1.64 0.02
