 Date Time CO NO2 CHX NO
 08.10.12 00:00 0.08 0.30 2.03 0.04
 -------- 01:00 0.09 0.30 1.93 0.05
 -------- 02:00 0.08 0.30 1.63 0.06
 -------- 03:00 0.08 0.30 1.59 0.04
 -------- 04:00 0.04 0.25 1.54 0.02
 08.10.12 05:00 0.03 0.21 1.52 0.00
 -------- 06:00 0.03 0.24 1.49 0.01
 -------- 07:00 0.04 0.26 1.50 0.01
 -------- 08:00 0.04 0.24 1.50 0.01
 -------- 09:00 0.06 0.30 1.53 0.04
 08.10.12 10:00 0.07 0.32 1.56 0.04
 -------- 11:00 0.05 0.28 1.54 0.02
 -------- 12:00 0.07 0.37 1.61 0.05
 -------- 13:00 0.06 0.33 1.53 0.02
 -------- 14:00 0.07 0.34 1.55 0.04
 08.10.12 15:00 0.06 0.30 1.53 0.03
 -------- 16:00 0.06 0.32 1.54 0.04
 -------- 17:00 0.07 0.30 1.55 0.03
 -------- 18:00 0.07 0.26 1.53 0.02
 -------- 19:00 0.05 0.23 1.52 0.01
 08.10.12 20:00 0.05 0.25 1.52 0.01
 -------- 21:00 0.07 0.29 1.56 0.01
 -------- 22:00 0.07 0.30 1.55 0.02
 -------- 23:00 0.06 0.25 1.54 0.01
 -------- 00:00 0.05 0.24 1.55 0.01
 09.10.12 01:00 0.04 0.25 1.53 0.01
 -------- 02:00 0.03 0.21 1.60 0.00
 -------- 03:00 0.02 0.17 1.49 ----
 -------- 04:00 ---- 0.14 1.52 ----
 -------- 05:00 ---- 0.16 1.65 0.00
 09.10.12 06:00 ---- 0.14 1.63 0.00
 -------- 07:00 0.02 0.18 1.54 0.01
 -------- 08:00 0.04 0.19 1.50 0.01
 -------- 09:00 0.06 0.24 1.53 0.02
 -------- 10:00 0.07 0.28 1.56 0.04
