 Date Time CO NO2 CHX NO
 19.10.12 12:00 0.13 0.25 1.76 0.17
 -------- 13:00 0.08 0.23 1.66 0.10
 -------- 14:00 0.07 0.20 1.63 0.06
 -------- 15:00 0.06 0.20 1.60 0.04
 -------- 16:00 0.05 0.19 1.57 0.02
 19.10.12 17:00 0.06 0.22 1.61 0.02
 -------- 18:00 0.08 0.25 1.64 0.03
 -------- 19:00 0.07 0.24 1.66 0.01
 -------- 20:00 0.06 0.22 1.83 0.01
 -------- 21:00 0.04 0.17 1.58 0.01
 19.10.12 22:00 0.04 0.13 1.51 0.00
 -------- 23:00 0.02 0.11 1.50 0.00
 -------- 00:00 ---- 0.11 1.50 0.00
 -------- 01:00 0.03 0.10 1.50 0.00
 -------- 02:00 0.16 0.07 1.50 0.00
 20.10.12 03:00 ---- 0.06 1.48 ----
 -------- 04:00 ---- 0.06 1.47 ----
 -------- 05:00 ---- 0.06 1.48 ----
 -------- 06:00 ---- 0.08 1.48 ----
