 Date Time CO NO2 CHX NO
 01.04.13 00:00 0.33 0.65 2.04 0.43
 -------- 01:00 0.21 0.57 2.02 0.16
 -------- 02:00 0.17 0.54 2.02 0.10
 -------- 03:00 0.12 0.51 2.36 0.03
 -------- 04:00 0.10 0.47 2.06 0.02
 01.04.13 05:00 0.10 0.40 2.01 0.01
 -------- 06:00 0.10 0.40 1.77 0.02
 -------- 07:00 0.11 0.43 1.77 0.04
 -------- 08:00 0.11 0.36 1.72 0.04
 -------- 09:00 0.09 0.27 1.69 0.02
 01.04.13 10:00 0.09 0.22 1.67 0.03
 -------- 11:00 0.08 0.19 1.64 0.02
 -------- 12:00 0.08 0.18 1.62 0.02
 -------- 13:00 0.07 0.18 1.60 0.02
 -------- 14:00 0.06 0.19 1.58 0.02
 01.04.13 15:00 0.06 0.19 1.59 0.02
 -------- 16:00 0.06 0.18 1.59 0.02
 -------- 17:00 0.08 0.22 1.61 0.02
 -------- 18:00 0.08 0.24 1.59 0.02
 -------- 19:00 0.08 0.29 1.64 0.02
 01.04.13 20:00 0.08 0.28 1.63 0.01
 -------- 21:00 0.08 0.30 1.66 0.01
 -------- 22:00 0.08 0.24 1.60 0.00
 -------- 23:00 0.08 0.40 1.61 0.14
 -------- 00:00 0.06 0.17 1.57 0.00
 02.04.13 01:00 0.06 0.13 1.56 0.00
 -------- 02:00 0.06 0.12 1.57 0.00
 -------- 03:00 0.06 0.13 1.58 0.00
 -------- 04:00 0.06 0.15 1.59 0.00
 -------- 05:00 0.06 0.24 2.09 0.01
 02.04.13 06:00 0.07 0.30 2.41 0.01
 -------- 07:00 0.08 0.35 2.00 0.01
 -------- 08:00 0.07 0.22 1.57 0.01
 -------- 09:00 0.08 0.17 1.57 0.02
 -------- 10:00 0.08 0.15 1.58 0.01
 02.04.13 11:00 0.08 0.13 1.57 0.02
 -------- 12:00 0.09 0.11 1.58 0.01
 -------- 13:00 0.08 0.11 1.57 0.04
 -------- 14:00 0.08 0.10 1.57 0.01
 -------- 15:00 0.08 0.09 1.57 0.01
 02.04.13 16:00 0.08 0.09 1.57 0.01
 -------- 17:00 0.09 0.12 1.58 0.01
 -------- 18:00 0.09 0.16 1.58 0.01
 -------- 19:00 0.10 0.26 1.61 0.01
 -------- 20:00 0.08 0.21 1.59 0.02
 02.04.13 21:00 0.08 0.15 1.57 0.00
 -------- 22:00 0.08 0.19 1.58 0.00
 -------- 23:00 0.08 0.26 1.60 0.00
 -------- 00:00 0.10 0.35 1.62 0.00
