 Date Time CO NO2 CHX NO
 01.04.13 12:00 0.08 0.18 1.62 0.02
 -------- 13:00 0.07 0.18 1.60 0.02
 -------- 14:00 0.06 0.19 1.58 0.02
 -------- 15:00 0.06 0.19 1.59 0.02
 -------- 16:00 0.06 0.18 1.59 0.02
 01.04.13 17:00 0.08 0.22 1.61 0.02
 -------- 18:00 0.08 0.24 1.59 0.02
 -------- 19:00 0.08 0.29 1.64 0.02
 -------- 20:00 0.08 0.28 1.63 0.01
 -------- 21:00 0.08 0.30 1.66 0.01
 01.04.13 22:00 0.08 0.24 1.60 0.00
 -------- 23:00 0.08 0.40 1.61 0.14
 -------- 00:00 0.06 0.17 1.57 0.00
 -------- 01:00 0.06 0.13 1.56 0.00
 -------- 02:00 0.06 0.12 1.57 0.00
 02.04.13 03:00 0.06 0.13 1.58 0.00
 -------- 04:00 0.06 0.15 1.59 0.00
 -------- 05:00 0.06 0.24 2.09 0.01
 -------- 06:00 0.07 0.30 2.41 0.01
 -------- 07:00 0.08 0.35 2.00 0.01
 02.04.13 08:00 0.07 0.22 1.57 0.01
 -------- 09:00 0.08 0.17 1.57 0.02
 -------- 10:00 0.08 0.15 1.58 0.01
 -------- 11:00 0.08 0.13 1.57 0.02
 -------- 12:00 0.09 0.11 1.58 0.01
 02.04.13 13:00 0.08 0.11 1.57 0.04
 -------- 14:00 0.08 0.10 1.57 0.01
 -------- 15:00 0.08 0.09 1.57 0.01
 -------- 16:00 0.08 0.09 1.57 0.01
 -------- 17:00 0.09 0.12 1.58 0.01
 02.04.13 18:00 0.09 0.16 1.58 0.01
 -------- 19:00 0.10 0.26 1.61 0.01
 -------- 20:00 0.08 0.21 1.59 0.02
 -------- 21:00 0.08 0.15 1.57 0.00
 -------- 22:00 0.08 0.19 1.58 0.00
 02.04.13 23:00 0.08 0.26 1.60 0.00
 -------- 00:00 0.09 0.27 1.62 0.00
 -------- 01:00 0.08 0.33 1.62 0.00
 -------- 02:00 0.08 0.24 1.60 0.00
 -------- 03:00 0.08 0.24 1.63 0.00
 03.04.13 04:00 0.08 0.25 1.65 0.00
 -------- 05:00 0.09 0.29 1.62 0.00
 -------- 06:00 0.10 0.45 1.66 0.02
 -------- 07:00 0.17 0.55 1.76 0.11
 -------- 08:00 0.14 0.47 1.73 0.05
 03.04.13 09:00 0.13 0.39 1.69 0.03
 -------- 10:00 0.13 0.34 1.69 0.03
 -------- 11:00 0.14 0.38 1.68 0.05
 -------- 12:00 0.14 0.39 1.70 0.07
