 Date Time CO NO2 CHX NO
 08.11.12 00:00 ---- 0.09 1.58 ----
 -------- 01:00 ---- 0.08 1.51 ----
 -------- 02:00 ---- 0.07 1.53 0.00
 -------- 03:00 ---- 0.08 1.67 0.00
 -------- 04:00 0.02 0.07 1.50 0.00
 08.11.12 05:00 0.02 0.08 1.50 ----
 -------- 06:00 0.02 0.11 1.51 0.00
 -------- 07:00 0.02 0.14 1.52 0.00
 -------- 08:00 0.04 0.13 1.52 0.00
 -------- 09:00 0.04 0.16 1.52 0.01
 08.11.12 10:00 0.02 0.16 1.51 0.01
 -------- 11:00 0.02 0.11 1.50 0.01
 -------- 12:00 0.02 0.13 1.51 0.01
 -------- 13:00 0.02 0.12 1.50 0.01
 -------- 14:00 0.02 0.10 1.49 0.01
 08.11.12 15:00 0.02 0.11 1.50 0.01
 -------- 16:00 0.02 0.15 1.50 0.01
 -------- 17:00 0.03 0.18 1.51 0.01
 -------- 18:00 0.04 0.19 1.52 0.00
 -------- 19:00 0.04 0.20 1.53 0.01
 08.11.12 20:00 0.04 0.17 1.51 0.00
 -------- 21:00 0.03 0.17 1.51 0.00
 -------- 22:00 0.02 0.18 1.58 0.00
 -------- 23:00 0.02 0.17 1.51 0.00
 -------- 00:00 0.03 0.15 1.51 0.00
 09.11.12 01:00 0.02 0.15 1.51 0.00
 -------- 02:00 0.03 0.23 1.53 0.01
 -------- 03:00 0.03 0.25 1.73 0.03
 -------- 04:00 0.02 0.18 1.76 0.01
 -------- 05:00 0.02 0.16 1.65 0.01
 09.11.12 06:00 0.03 0.21 1.58 0.02
 -------- 07:00 0.04 0.23 1.57 0.04
 -------- 08:00 0.05 0.22 1.56 0.04
 -------- 09:00 0.07 0.25 1.61 0.07
 -------- 10:00 0.09 0.28 1.63 0.09
 09.11.12 11:00 0.08 0.24 1.62 0.07
 -------- 12:00 0.09 0.23 1.79 0.10
 -------- 13:00 0.05 0.19 1.64 0.06
 -------- 14:00 0.04 0.18 1.54 0.03
 -------- 15:00 0.04 0.16 1.52 0.02
 09.11.12 16:00 0.04 0.18 1.52 0.02
 -------- 17:00 0.04 0.19 1.53 0.02
 -------- 18:00 0.04 0.17 1.52 0.01
 -------- 19:00 0.04 0.16 1.51 0.01
 -------- 20:00 0.04 0.18 1.54 0.02
 09.11.12 21:00 0.04 0.21 1.56 0.01
 -------- 22:00 0.03 0.15 1.53 0.01
 -------- 23:00 0.02 0.16 1.51 0.01
