 Date Time CO NO2 CHX NO
 22.01.13 12:00 0.13 0.25 1.84 0.07
 -------- 13:00 0.07 0.23 1.63 0.07
 -------- 14:00 0.07 0.24 1.63 0.08
 -------- 15:00 0.09 0.26 1.66 0.07
 -------- 16:00 0.07 0.29 2.17 0.07
 22.01.13 17:00 0.09 0.34 1.65 0.06
 -------- 18:00 0.09 0.37 1.62 0.05
 -------- 19:00 0.08 0.35 1.62 0.03
 -------- 20:00 0.07 0.34 1.62 0.03
 -------- 21:00 0.08 0.35 1.68 0.05
 22.01.13 22:00 0.09 0.36 1.67 0.05
 -------- 23:00 0.07 0.37 1.64 0.07
 -------- 00:00 0.06 0.35 1.66 0.04
 -------- 01:00 0.07 0.36 1.66 0.07
 -------- 02:00 0.06 0.35 1.65 0.06
 23.01.13 03:00 0.05 0.33 1.64 0.03
 -------- 04:00 0.03 0.21 1.59 0.01
 -------- 05:00 0.02 0.20 1.57 0.00
 -------- 06:00 0.03 0.33 1.63 0.04
 -------- 07:00 0.09 0.35 1.71 0.09
 23.01.13 08:00 0.26 0.36 1.91 0.13
 -------- 09:00 0.15 0.36 1.78 0.14
 -------- 10:00 0.23 0.40 1.85 0.30
 -------- 11:00 0.15 0.36 1.79 0.21
 -------- 12:00 0.15 0.35 1.77 0.18
 23.01.13 13:00 0.12 0.29 1.73 0.12
 -------- 14:00 0.07 0.22 1.66 0.07
 -------- 15:00 0.07 0.27 1.65 0.07
 -------- 16:00 0.05 0.24 1.59 0.03
 -------- 17:00 0.07 0.35 1.64 0.05
 23.01.13 18:00 0.09 0.37 1.66 0.06
 -------- 19:00 0.13 0.39 1.69 0.08
 -------- 20:00 0.14 0.39 1.73 0.11
 -------- 21:00 0.14 0.39 1.75 0.10
 -------- 22:00 0.09 0.38 1.70 0.06
 23.01.13 23:00 0.10 0.39 1.69 0.09
 -------- 00:00 0.13 0.40 1.74 0.15
 -------- 01:00 0.17 0.45 1.82 0.34
 -------- 02:00 0.17 0.45 1.84 0.33
 -------- 03:00 0.17 0.47 1.89 0.37
 24.01.13 04:00 0.19 0.46 2.22 0.37
 -------- 05:00 0.17 0.45 2.52 0.35
 -------- 06:00 0.17 0.45 2.44 0.35
 -------- 07:00 0.21 0.43 2.35 0.29
 -------- 08:00 0.27 0.43 2.38 0.31
 24.01.13 09:00 0.23 0.43 2.46 0.30
 -------- 10:00 0.19 0.41 1.93 0.24
 -------- 11:00 0.17 0.40 2.01 0.26
