 Date Time CO NO2 CHX NO
 03.10.12 00:00 ---- 0.30 1.54 0.03
 -------- 01:00 ---- 0.26 1.52 0.01
 -------- 02:00 ---- 0.23 1.54 0.01
 -------- 03:00 ---- 0.19 1.50 0.00
 -------- 04:00 ---- 0.18 1.50 0.00
 03.10.12 05:00 ---- 0.16 1.49 0.00
 -------- 06:00 ---- 0.17 1.49 0.01
 -------- 07:00 0.04 0.23 1.50 0.02
 -------- 08:00 0.06 0.23 1.52 0.02
 -------- 09:00 0.06 0.21 1.51 0.02
 03.10.12 10:00 0.07 0.22 1.52 0.03
 -------- 11:00 0.05 0.18 1.54 0.03
 -------- 12:00 0.05 0.18 1.53 0.03
 -------- 13:00 0.06 0.20 1.67 0.04
 -------- 14:00 0.06 0.19 1.56 0.04
 03.10.12 15:00 0.05 0.20 1.55 0.04
 -------- 16:00 0.05 0.19 1.57 0.03
 -------- 17:00 0.09 0.21 1.57 0.04
 -------- 18:00 0.08 0.22 1.56 0.05
 -------- 19:00 0.10 0.22 1.59 0.05
 03.10.12 20:00 0.11 0.23 1.62 0.08
 -------- 21:00 0.13 0.24 1.62 0.11
 -------- 22:00 0.15 0.25 1.64 0.17
 -------- 23:00 0.09 0.21 1.59 0.06
 -------- 00:00 0.09 0.21 1.63 0.08
 04.10.12 01:00 0.07 0.21 1.67 0.07
 -------- 02:00 0.08 0.20 1.65 0.07
 -------- 03:00 0.10 0.20 1.70 0.10
 -------- 04:00 0.11 0.20 1.78 0.10
 -------- 05:00 0.12 0.22 1.77 0.17
 04.10.12 06:00 0.08 0.22 1.72 0.13
 -------- 07:00 0.08 0.23 1.66 0.08
 -------- 08:00 0.14 0.23 1.75 0.15
