 Date Time CO NO2 CHX NO
 23.09.12 12:00 0.08 0.21 1.62 0.03
 -------- 13:00 0.08 0.21 1.60 0.03
 -------- 14:00 0.09 0.21 1.62 0.03
 -------- 15:00 0.12 0.16 1.63 0.02
 -------- 16:00 0.07 0.17 1.56 0.03
 23.09.12 17:00 0.07 0.14 1.57 0.01
 -------- 18:00 0.09 0.16 1.64 0.02
 -------- 19:00 0.08 0.17 1.56 0.02
 -------- 20:00 0.06 0.15 1.56 0.01
 -------- 21:00 0.06 0.15 1.56 0.01
 23.09.12 22:00 0.07 0.21 1.53 0.01
 -------- 23:00 0.05 0.19 1.51 0.01
 -------- 00:00 0.04 0.20 1.51 0.00
 -------- 01:00 0.03 0.15 1.50 0.00
 -------- 02:00 0.03 0.12 1.51 0.00
 24.09.12 03:00 0.02 0.12 1.50 0.00
 -------- 04:00 0.03 0.08 1.50 ----
 -------- 05:00 0.02 0.08 1.49 ----
 -------- 06:00 0.02 0.10 1.48 ----
 -------- 07:00 0.03 0.16 1.50 0.01
 24.09.12 08:00 0.05 0.17 1.51 0.02
 -------- 09:00 0.05 0.16 1.50 0.02
 -------- 10:00 0.04 0.14 1.49 0.02
 -------- 11:00 0.02 0.12 1.49 0.01
 -------- 12:00 0.03 0.14 1.50 0.01
 24.09.12 13:00 0.03 0.10 1.48 0.01
 -------- 14:00 0.02 0.08 1.48 0.01
 -------- 15:00 0.02 0.09 1.47 0.01
 -------- 16:00 0.02 0.11 1.48 0.01
 -------- 17:00 0.03 0.12 1.49 0.01
 24.09.12 18:00 0.02 0.13 1.47 0.01
 -------- 19:00 0.02 0.13 1.49 0.01
 -------- 20:00 0.02 0.13 1.49 0.01
 -------- 21:00 0.02 0.13 1.49 0.01
 -------- 22:00 0.02 0.13 1.48 0.00
 24.09.12 23:00 0.02 0.13 1.47 0.01
 -------- 00:00 0.02 0.10 1.47 0.00
 -------- 01:00 0.02 0.10 1.49 0.00
 -------- 02:00 ---- 0.09 1.48 0.00
 -------- 03:00 ---- 0.07 1.47 0.00
 25.09.12 04:00 ---- 0.07 1.47 ----
 -------- 05:00 ---- 0.08 1.47 0.00
 -------- 06:00 0.02 0.10 1.47 0.00
 -------- 07:00 0.03 0.13 1.50 0.01
 -------- 08:00 0.03 0.12 1.49 0.01
 25.09.12 09:00 0.03 0.11 1.49 0.01
