 Date Time CO NO2 CHX NO
 12.01.13 12:00 0.09 0.30 1.90 0.17
 -------- 13:00 0.11 0.32 1.94 0.20
 -------- 14:00 0.13 0.34 1.95 0.20
 -------- 15:00 0.21 0.38 2.01 0.29
 -------- 16:00 0.20 0.39 2.07 0.25
 12.01.13 17:00 0.21 0.39 2.08 0.27
 -------- 18:00 0.09 0.40 2.02 0.27
 -------- 19:00 0.10 0.47 2.79 0.44
 -------- 20:00 0.14 0.49 3.18 0.49
 -------- 21:00 0.12 0.48 2.93 0.50
 12.01.13 22:00 0.13 0.47 2.38 0.51
 -------- 23:00 0.15 0.43 2.30 0.49
 -------- 00:00 0.09 0.39 2.17 0.43
 -------- 01:00 0.04 0.37 2.07 0.29
 -------- 02:00 ---- 0.32 1.98 0.16
 13.01.13 03:00 ---- 0.29 2.23 0.13
 -------- 04:00 ---- 0.27 2.20 0.10
 -------- 05:00 ---- 0.25 1.96 0.08
 -------- 06:00 ---- 0.22 1.75 0.03
 -------- 07:00 ---- 0.20 1.70 0.01
 13.01.13 08:00 ---- 0.21 1.70 0.01
 -------- 09:00 0.22 0.20 1.80 0.01
 -------- 10:00 ---- 0.19 1.68 0.02
 -------- 11:00 ---- 0.17 1.68 0.03
 -------- 12:00 ---- 0.17 1.69 0.04
 13.01.13 13:00 ---- 0.17 1.67 0.03
 -------- 14:00 ---- 0.17 1.63 0.02
 -------- 15:00 ---- 0.15 1.62 0.02
 -------- 16:00 ---- 0.17 1.63 0.02
 -------- 17:00 ---- 0.17 1.62 0.01
 13.01.13 18:00 ---- 0.20 1.63 0.01
 -------- 19:00 ---- 0.20 1.62 0.01
 -------- 20:00 ---- 0.15 1.60 0.01
 -------- 21:00 ---- 0.19 1.62 0.01
 -------- 22:00 ---- 0.19 1.63 0.01
 13.01.13 23:00 ---- 0.19 1.62 0.01
 -------- 00:00 0.03 0.16 1.61 0.00
 -------- 01:00 0.02 0.14 1.60 0.00
 -------- 02:00 0.02 0.12 1.59 0.00
 -------- 03:00 0.02 0.12 1.59 0.00
 14.01.13 04:00 ---- 0.12 1.58 0.00
 -------- 05:00 0.02 0.13 1.58 0.00
 -------- 06:00 0.02 0.14 1.59 0.00
 -------- 07:00 0.05 0.17 1.60 0.01
 -------- 08:00 0.07 0.21 1.62 0.02
 14.01.13 09:00 0.05 0.22 1.61 0.01
 -------- 10:00 0.03 0.23 1.61 0.02
 -------- 11:00 0.03 0.28 1.65 0.06
