 Date Time CO NO2 CHX NO
 08.10.12 12:00 0.07 0.37 1.61 0.05
 -------- 13:00 0.06 0.33 1.53 0.02
 -------- 14:00 0.07 0.34 1.55 0.04
 -------- 15:00 0.06 0.30 1.53 0.03
 -------- 16:00 0.06 0.32 1.54 0.04
 08.10.12 17:00 0.07 0.30 1.55 0.03
 -------- 18:00 0.07 0.26 1.53 0.02
 -------- 19:00 0.05 0.23 1.52 0.01
 -------- 20:00 0.05 0.25 1.52 0.01
 -------- 21:00 0.07 0.29 1.56 0.01
 08.10.12 22:00 0.07 0.30 1.55 0.02
 -------- 23:00 0.06 0.25 1.54 0.01
 -------- 00:00 0.05 0.24 1.55 0.01
 -------- 01:00 0.04 0.25 1.53 0.01
 -------- 02:00 0.03 0.21 1.60 0.00
 09.10.12 03:00 0.02 0.17 1.49 ----
 -------- 04:00 ---- 0.14 1.52 ----
 -------- 05:00 ---- 0.16 1.65 0.00
 -------- 06:00 ---- 0.14 1.63 0.00
 -------- 07:00 0.02 0.18 1.54 0.01
 09.10.12 08:00 0.04 0.19 1.50 0.01
 -------- 09:00 0.06 0.24 1.53 0.02
 -------- 10:00 0.07 0.28 1.56 0.04
 -------- 11:00 0.06 0.25 1.59 0.03
 -------- 12:00 0.07 0.26 1.63 0.04
 09.10.12 13:00 0.05 0.24 1.55 0.03
 -------- 14:00 0.07 0.23 1.57 0.03
 -------- 15:00 0.06 0.25 1.57 0.03
 -------- 16:00 0.05 0.26 1.55 0.03
 -------- 17:00 0.05 0.27 1.54 0.02
 09.10.12 18:00 0.06 0.33 1.59 0.03
 -------- 19:00 0.06 0.35 1.65 0.02
 -------- 20:00 0.07 0.31 1.58 0.02
 -------- 21:00 0.04 0.24 1.52 0.01
 -------- 22:00 0.05 0.25 1.54 0.01
 09.10.12 23:00 0.04 0.23 1.54 0.01
 -------- 00:00 0.04 0.17 1.50 0.00
 -------- 01:00 0.03 0.18 1.53 0.00
 -------- 02:00 0.03 0.19 1.54 0.00
 -------- 03:00 0.02 0.16 1.52 0.00
 10.10.12 04:00 0.03 0.17 1.51 0.00
 -------- 05:00 0.02 0.18 1.52 0.00
 -------- 06:00 0.03 0.26 1.58 0.02
 -------- 07:00 0.05 0.25 1.55 0.01
 -------- 08:00 0.07 0.22 1.57 0.02
