 Date Time CO NO2 CHX NO
 14.02.13 12:00 0.20 0.42 1.91 0.19
 -------- 13:00 0.19 0.45 1.94 0.23
 -------- 14:00 0.19 0.45 1.85 0.21
 -------- 15:00 0.15 0.39 1.73 0.10
 -------- 16:00 0.16 0.44 1.86 0.13
 14.02.13 17:00 0.18 0.47 1.78 0.13
 -------- 18:00 0.17 0.48 1.73 0.10
 -------- 19:00 0.17 0.48 1.73 0.07
 -------- 20:00 0.17 0.46 1.78 0.07
 -------- 21:00 0.16 0.45 1.77 0.05
 14.02.13 22:00 0.13 0.38 1.68 0.02
 -------- 23:00 0.12 0.39 1.66 0.02
 -------- 00:00 0.12 0.37 1.64 0.02
 -------- 01:00 0.10 0.38 1.63 0.01
 -------- 02:00 0.10 0.40 1.68 0.01
 15.02.13 03:00 0.11 0.40 1.73 0.02
 -------- 04:00 0.09 0.36 1.69 0.01
 -------- 05:00 0.06 0.34 1.64 0.01
 -------- 06:00 0.07 0.31 1.74 0.01
 -------- 07:00 0.11 0.41 1.72 0.04
 15.02.13 08:00 0.14 0.44 1.78 0.10
 -------- 09:00 0.17 0.46 2.01 0.17
 -------- 10:00 0.17 0.46 1.98 0.15
 -------- 11:00 0.19 0.47 2.03 0.21
 -------- 12:00 0.16 0.42 2.05 0.16
 15.02.13 13:00 0.19 0.45 2.15 0.22
 -------- 14:00 0.21 0.46 2.07 0.23
 -------- 15:00 0.23 0.49 1.97 0.25
 -------- 16:00 0.22 0.51 1.91 0.23
 -------- 17:00 0.23 0.55 1.92 0.24
 15.02.13 18:00 0.24 0.56 1.95 0.26
 -------- 19:00 0.36 0.64 2.17 0.49
 -------- 20:00 0.37 0.67 2.62 0.57
 -------- 21:00 0.33 0.65 2.24 0.46
 -------- 22:00 0.21 0.53 2.00 0.22
 15.02.13 23:00 0.20 0.49 2.01 0.14
 -------- 00:00 0.17 0.47 1.98 0.12
 -------- 01:00 0.11 0.43 1.74 0.04
 -------- 02:00 0.12 0.42 1.69 0.03
 -------- 03:00 0.10 0.38 1.70 0.02
 16.02.13 04:00 0.20 0.46 1.81 0.27
 -------- 05:00 0.35 0.52 1.92 0.59
 -------- 06:00 0.33 0.54 1.99 0.62
 -------- 07:00 0.31 0.57 1.97 0.73
 -------- 08:00 0.39 0.66 2.07 0.96
 16.02.13 09:00 0.29 0.58 1.97 0.55
 -------- 10:00 0.19 0.49 1.86 0.23
 -------- 11:00 0.18 0.50 1.92 0.25
