 Date Time CO NO2 CHX NO
 07.04.13 00:00 0.07 0.23 1.58 0.00
 -------- 01:00 0.09 0.21 1.66 0.00
 -------- 02:00 0.06 0.16 1.58 0.00
 -------- 03:00 0.06 0.13 1.53 0.00
 -------- 04:00 0.06 0.12 1.53 ----
 07.04.13 05:00 0.06 0.11 1.62 0.00
 -------- 06:00 0.06 0.12 1.64 0.00
 -------- 07:00 0.06 0.13 1.60 0.00
 -------- 08:00 0.06 0.14 1.56 0.00
 -------- 09:00 0.05 0.12 1.53 0.01
 07.04.13 10:00 0.05 0.14 1.55 0.01
 -------- 11:00 0.06 0.15 1.55 0.01
 -------- 12:00 0.06 0.13 1.55 0.01
 -------- 13:00 0.06 0.13 1.54 0.01
 -------- 14:00 0.05 0.14 1.54 0.01
 07.04.13 15:00 0.06 0.14 1.54 0.01
 -------- 16:00 0.06 0.15 1.55 0.01
 -------- 17:00 0.06 0.15 1.56 0.01
 -------- 18:00 0.06 0.14 1.55 0.01
 -------- 19:00 0.04 0.14 1.54 0.00
 07.04.13 20:00 0.02 0.14 1.52 0.00
 -------- 21:00 0.04 0.20 1.57 0.00
 -------- 22:00 0.04 0.21 1.57 ----
 -------- 23:00 0.04 0.24 1.56 0.00
 -------- 00:00 0.04 0.23 1.57 0.00
 08.04.13 01:00 0.04 0.25 1.59 0.00
 -------- 02:00 0.04 0.32 1.62 0.01
 -------- 03:00 0.06 0.53 1.69 0.09
 -------- 04:00 0.06 0.51 1.70 0.07
 -------- 05:00 0.04 0.49 1.72 0.06
 08.04.13 06:00 0.02 0.49 1.78 0.11
 -------- 07:00 0.11 0.54 2.05 0.33
 -------- 08:00 0.12 0.58 2.08 0.35
 -------- 09:00 0.09 0.55 1.90 0.22
 -------- 10:00 0.07 0.30 1.65 0.06
 08.04.13 11:00 0.04 0.26 1.66 0.04
 -------- 12:00 0.04 0.18 1.57 0.02
 -------- 13:00 0.03 0.14 1.55 0.02
 -------- 14:00 0.02 0.10 1.53 0.01
 -------- 15:00 0.02 0.10 1.54 0.01
 08.04.13 16:00 ---- 0.11 1.55 0.01
 -------- 17:00 ---- 0.10 1.53 0.01
 -------- 18:00 ---- 0.08 1.51 0.00
 -------- 19:00 ---- 0.12 1.52 0.00
 -------- 20:00 ---- 0.19 1.54 0.00
 08.04.13 21:00 ---- 0.36 1.59 0.00
 -------- 22:00 0.02 0.57 1.70 0.04
 -------- 23:00 0.07 0.64 1.88 0.18
