 Date Time CO NO2 CHX NO
 19.11.12 12:00 0.04 0.12 1.55 0.01
 -------- 13:00 0.04 0.12 1.55 0.01
 -------- 14:00 0.04 0.12 1.55 0.01
 -------- 15:00 0.04 0.14 1.55 0.01
 -------- 16:00 0.04 0.15 1.56 0.02
 19.11.12 17:00 0.05 0.17 1.55 0.01
 -------- 18:00 0.05 0.17 1.57 0.02
 -------- 19:00 0.07 0.17 1.58 0.01
 -------- 20:00 0.05 0.16 1.56 0.01
 -------- 21:00 0.06 0.15 1.57 0.01
 19.11.12 22:00 0.06 0.12 1.58 0.01
 -------- 23:00 0.05 0.12 1.58 0.01
 -------- 00:00 0.04 0.12 1.57 0.01
 -------- 01:00 0.04 0.12 1.56 0.01
 -------- 02:00 0.04 0.11 1.55 0.01
 20.11.12 03:00 0.04 0.11 1.55 0.01
 -------- 04:00 0.05 0.12 1.55 0.01
 -------- 05:00 0.04 0.11 1.55 0.01
 -------- 06:00 0.04 0.12 1.57 0.02
 -------- 07:00 0.07 0.13 1.60 0.05
 20.11.12 08:00 0.08 0.14 1.63 0.06
 -------- 09:00 0.08 0.14 1.63 0.07
 -------- 10:00 0.09 0.14 1.65 0.09
 -------- 11:00 0.09 0.15 1.68 0.10
 -------- 12:00 0.08 0.14 1.65 0.10
 20.11.12 13:00 0.08 0.15 1.62 0.09
 -------- 14:00 0.08 0.16 1.60 0.07
 -------- 15:00 0.08 0.19 1.60 0.07
 -------- 16:00 0.08 0.20 1.59 0.07
 -------- 17:00 0.06 0.22 1.58 0.03
 20.11.12 18:00 0.06 0.23 1.58 0.02
 -------- 19:00 0.07 0.23 1.60 0.03
 -------- 20:00 0.07 0.23 1.61 0.04
 -------- 21:00 0.06 0.21 1.58 0.02
 -------- 22:00 0.04 0.17 1.55 0.01
 20.11.12 23:00 0.03 0.11 1.53 0.00
 -------- 00:00 0.05 0.08 1.56 0.00
 -------- 01:00 0.02 0.07 1.53 0.00
 -------- 02:00 0.03 0.05 1.52 ----
 -------- 03:00 0.02 0.08 1.53 ----
 21.11.12 04:00 0.02 0.08 1.53 ----
 -------- 05:00 0.02 0.07 1.53 ----
 -------- 06:00 0.03 0.14 1.54 0.00
 -------- 07:00 0.07 0.27 1.58 0.04
 -------- 08:00 0.11 0.28 2.28 0.08
 21.11.12 09:00 0.09 0.28 2.08 0.08
 -------- 10:00 0.09 0.27 2.00 0.09
 -------- 11:00 0.08 0.24 1.75 0.06
