 Date Time CO NO2 CHX NO
 07.04.13 12:00 0.06 0.13 1.54 0.01
 -------- 13:00 0.06 0.13 1.54 0.01
 -------- 14:00 0.05 0.14 1.54 0.01
 -------- 15:00 0.06 0.14 1.54 0.01
 -------- 16:00 0.06 0.15 1.55 0.01
 07.04.13 17:00 0.06 0.15 1.56 0.01
 -------- 18:00 0.06 0.14 1.55 0.01
 -------- 19:00 0.04 0.14 1.54 0.00
 -------- 20:00 0.02 0.14 1.52 0.00
 -------- 21:00 0.04 0.20 1.57 0.00
 07.04.13 22:00 0.04 0.21 1.57 ----
 -------- 23:00 0.04 0.24 1.56 0.00
 -------- 00:00 0.04 0.23 1.57 0.00
 -------- 01:00 0.04 0.25 1.59 0.00
 -------- 02:00 0.04 0.32 1.62 0.01
 08.04.13 03:00 0.06 0.53 1.69 0.09
 -------- 04:00 0.06 0.51 1.70 0.07
 -------- 05:00 0.04 0.49 1.72 0.06
 -------- 06:00 0.02 0.49 1.78 0.11
 -------- 07:00 0.11 0.54 2.05 0.33
 08.04.13 08:00 0.12 0.58 2.08 0.35
 -------- 09:00 0.09 0.55 1.90 0.22
 -------- 10:00 0.07 0.30 1.65 0.06
 -------- 11:00 0.04 0.26 1.66 0.04
 -------- 12:00 0.04 0.18 1.57 0.02
 08.04.13 13:00 0.03 0.14 1.55 0.02
 -------- 14:00 0.02 0.10 1.53 0.01
 -------- 15:00 0.02 0.10 1.54 0.01
 -------- 16:00 ---- 0.11 1.55 0.01
 -------- 17:00 ---- 0.10 1.53 0.01
 08.04.13 18:00 ---- 0.08 1.51 0.00
 -------- 19:00 ---- 0.12 1.52 0.00
 -------- 20:00 ---- 0.19 1.54 0.00
 -------- 21:00 ---- 0.36 1.59 0.00
 -------- 22:00 0.02 0.57 1.70 0.04
 08.04.13 23:00 0.07 0.64 1.88 0.18
 -------- 00:00 0.11 0.66 2.01 0.35
 -------- 01:00 0.09 0.68 1.96 0.50
 -------- 02:00 0.04 0.75 3.12 0.62
 -------- 03:00 0.04 0.75 2.96 0.62
 09.04.13 04:00 0.02 0.69 3.42 0.36
 -------- 05:00 ---- 0.66 3.13 0.24
 -------- 06:00 ---- 0.67 3.42 0.40
 -------- 07:00 0.05 0.77 3.55 0.71
 -------- 08:00 0.15 0.88 3.16 0.93
 09.04.13 09:00 0.08 0.76 2.45 0.48
 -------- 10:00 0.05 0.75 2.09 0.28
 -------- 11:00 0.05 0.73 2.17 0.25
