 Date Time CO NO2 CHX NO
 16.02.13 12:00 0.18 0.47 1.93 0.20
 -------- 13:00 0.23 0.53 2.09 0.32
 -------- 14:00 0.31 0.61 2.46 0.42
 -------- 15:00 0.35 0.68 2.44 0.49
 -------- 16:00 0.30 0.63 2.35 0.38
 16.02.13 17:00 0.17 0.51 1.93 0.17
 -------- 18:00 0.14 0.47 1.76 0.08
 -------- 19:00 0.12 0.43 1.70 0.03
 -------- 20:00 0.09 0.34 1.68 0.01
 -------- 21:00 0.09 0.37 1.65 0.01
 16.02.13 22:00 0.13 0.40 1.70 0.02
 -------- 23:00 0.09 0.36 1.66 0.01
 -------- 00:00 0.10 0.35 1.64 0.01
 -------- 01:00 0.10 0.37 1.64 0.01
 -------- 02:00 0.09 0.34 1.66 0.00
 17.02.13 03:00 0.07 0.29 1.63 ----
 -------- 04:00 0.07 0.25 1.63 0.00
 -------- 05:00 0.07 0.18 1.59 ----
 -------- 06:00 0.08 0.19 1.61 ----
 -------- 07:00 0.08 0.24 1.66 0.00
 17.02.13 08:00 0.08 0.19 1.62 ----
 -------- 09:00 0.09 0.27 1.64 0.01
 -------- 10:00 0.16 0.28 1.70 0.03
 -------- 11:00 0.10 0.26 1.69 0.04
 -------- 12:00 0.10 0.22 1.66 0.03
 17.02.13 13:00 0.11 0.22 1.68 0.04
 -------- 14:00 0.11 0.24 1.71 0.04
 -------- 15:00 0.11 0.22 1.74 0.03
 -------- 16:00 0.10 0.22 1.75 0.02
 -------- 17:00 0.09 0.21 1.66 0.01
 17.02.13 18:00 0.09 0.23 1.62 0.01
 -------- 19:00 0.08 0.24 1.62 0.00
 -------- 20:00 0.09 0.25 1.64 0.00
 -------- 21:00 0.08 0.26 1.69 0.00
 -------- 22:00 0.08 0.25 1.68 0.00
 17.02.13 23:00 0.08 0.24 1.64 0.00
 -------- 00:00 0.08 0.23 1.63 0.00
 -------- 01:00 0.08 0.24 1.64 0.00
 -------- 02:00 0.08 0.19 1.59 ----
 -------- 03:00 0.07 0.15 1.59 ----
 18.02.13 04:00 0.06 0.09 1.56 ----
 -------- 05:00 0.06 0.09 1.57 ----
 -------- 06:00 0.07 0.12 1.60 0.01
 -------- 07:00 0.09 0.18 1.64 0.01
 -------- 08:00 0.09 0.21 1.64 0.00
 18.02.13 09:00 0.09 0.22 1.64 0.01
 -------- 10:00 0.15 0.31 1.82 0.07
 -------- 11:00 0.15 0.36 1.77 0.12
