 Date Time CO NO2 CHX NO
 14.01.13 00:00 0.03 0.15 1.60 0.00
 -------- 01:00 0.02 0.14 1.60 0.00
 -------- 02:00 0.02 0.12 1.59 0.00
 -------- 03:00 0.02 0.12 1.59 0.00
 -------- 04:00 ---- 0.12 1.58 0.00
 14.01.13 05:00 0.02 0.13 1.58 0.00
 -------- 06:00 0.02 0.14 1.59 0.00
 -------- 07:00 0.05 0.17 1.60 0.01
 -------- 08:00 0.07 0.21 1.62 0.02
 -------- 09:00 0.05 0.22 1.61 0.01
 14.01.13 10:00 0.03 0.23 1.61 0.02
 -------- 11:00 0.03 0.28 1.65 0.06
 -------- 12:00 0.02 0.25 1.62 0.05
 -------- 13:00 0.02 0.21 1.58 0.03
 -------- 14:00 ---- 0.17 1.57 0.02
 14.01.13 15:00 ---- 0.21 1.58 0.02
 -------- 16:00 0.02 0.26 1.59 0.03
 -------- 17:00 ---- 0.23 1.57 0.01
 -------- 18:00 ---- 0.24 1.57 0.01
 -------- 19:00 ---- 0.21 1.57 0.00
 14.01.13 20:00 ---- 0.15 1.53 0.00
 -------- 21:00 ---- 0.14 1.52 0.00
 -------- 22:00 ---- 0.12 1.52 0.00
 -------- 23:00 ---- 0.11 1.51 0.00
 -------- 00:00 ---- 0.11 1.50 0.00
 15.01.13 01:00 ---- 0.10 1.51 0.00
 -------- 02:00 ---- 0.10 1.51 ----
 -------- 03:00 0.02 0.10 1.53 0.02
 -------- 04:00 ---- 0.09 1.52 0.01
 -------- 05:00 ---- 0.11 1.51 0.05
 15.01.13 06:00 ---- 0.10 1.52 0.00
 -------- 07:00 0.04 0.14 1.52 0.00
 -------- 08:00 0.03 0.22 1.55 0.00
 -------- 09:00 0.02 0.23 1.54 0.01
 -------- 10:00 0.03 0.26 1.59 0.01
 15.01.13 11:00 0.03 0.26 1.61 0.02
 -------- 12:00 0.03 0.25 1.58 0.02
 -------- 13:00 0.02 0.21 1.56 0.02
 -------- 14:00 0.03 0.24 1.59 0.02
 -------- 15:00 0.04 0.25 1.58 0.03
 15.01.13 16:00 0.03 0.24 1.56 0.02
 -------- 17:00 ---- 0.26 1.56 0.01
 -------- 18:00 0.08 0.26 1.62 0.02
 -------- 19:00 ---- 0.24 1.57 0.01
 -------- 20:00 ---- 0.24 1.59 0.01
 15.01.13 21:00 0.03 0.38 1.72 0.05
 -------- 22:00 0.05 0.36 2.03 0.05
 -------- 23:00 0.02 0.33 1.95 0.02
 -------- 00:00 ---- 0.27 2.10 0.01
