 Date Time CO NO2 CHX NO
 21.12.12 00:00 ---- 0.33 1.71 0.08
 -------- 01:00 ---- 0.33 1.72 0.07
 -------- 02:00 0.02 0.32 1.72 0.06
 -------- 03:00 0.04 0.33 2.00 0.10
 -------- 04:00 0.04 0.33 2.08 0.11
 21.12.12 05:00 0.04 0.32 2.09 0.10
 -------- 06:00 0.04 0.32 2.10 0.11
 -------- 07:00 0.06 0.34 2.01 0.17
 -------- 08:00 0.05 0.32 1.77 0.14
 -------- 09:00 0.06 0.32 1.77 0.15
 21.12.12 10:00 0.11 0.36 1.93 0.25
 -------- 11:00 0.15 0.39 2.09 0.32
 -------- 12:00 0.11 0.38 2.00 0.29
 -------- 13:00 0.04 0.33 1.80 0.21
 -------- 14:00 0.03 0.37 1.83 0.23
 21.12.12 15:00 0.11 0.45 2.15 0.35
 -------- 16:00 0.13 0.47 2.22 0.36
 -------- 17:00 0.12 0.46 2.26 0.35
 -------- 18:00 0.12 0.46 2.26 0.43
 -------- 19:00 0.11 0.44 2.21 0.38
 21.12.12 20:00 0.11 0.42 2.15 0.36
 -------- 21:00 0.09 0.41 2.14 0.32
 -------- 22:00 0.08 0.40 2.13 0.28
 -------- 23:00 0.06 0.38 2.09 0.25
 -------- 00:00 0.04 0.38 2.05 0.23
 22.12.12 01:00 0.03 0.37 2.01 0.20
 -------- 02:00 0.02 0.37 2.03 0.19
 -------- 03:00 0.02 0.37 1.98 0.19
 -------- 04:00 0.02 0.37 1.99 0.16
 -------- 05:00 ---- 0.38 2.03 0.16
 22.12.12 06:00 ---- 0.39 1.99 0.16
 -------- 07:00 ---- 0.40 2.01 0.14
 -------- 08:00 0.03 0.43 2.03 0.20
 -------- 09:00 0.05 0.43 1.94 0.22
 -------- 10:00 0.03 0.42 1.88 0.18
 22.12.12 11:00 0.03 0.40 1.86 0.15
 -------- 12:00 0.03 0.40 1.85 0.13
 -------- 13:00 0.03 0.38 1.83 0.13
 -------- 14:00 0.02 0.37 1.78 0.09
 -------- 15:00 0.03 0.40 1.70 0.11
 22.12.12 16:00 0.02 0.43 1.69 0.10
 -------- 17:00 0.03 0.44 1.69 0.09
 -------- 18:00 0.02 0.40 1.67 0.05
 -------- 19:00 0.03 0.39 1.69 0.05
 -------- 20:00 ---- 0.32 1.65 0.02
 22.12.12 21:00 ---- 0.32 1.66 0.02
 -------- 22:00 ---- 0.34 1.69 0.02
 -------- 23:00 ---- 0.33 1.69 0.02
 -------- 00:00 ---- 0.32 1.66 0.01
