 Date Time CO NO2 CHX NO
 11.11.12 12:00 0.02 0.19 1.66 0.03
 -------- 13:00 0.02 0.16 1.61 0.02
 -------- 14:00 ---- 0.15 1.60 0.02
 -------- 15:00 0.02 0.19 1.60 0.03
 -------- 16:00 0.02 0.19 1.58 0.02
 11.11.12 17:00 0.02 0.20 1.57 0.01
 -------- 18:00 0.02 0.21 1.57 0.01
 -------- 19:00 0.02 0.25 1.60 0.03
 -------- 20:00 0.02 0.24 1.58 0.02
 -------- 21:00 ---- 0.20 1.57 0.01
 11.11.12 22:00 ---- 0.17 1.57 0.00
 -------- 23:00 ---- 0.15 1.57 0.00
 -------- 00:00 ---- 0.14 1.57 0.00
 -------- 01:00 ---- 0.13 1.57 0.00
 -------- 02:00 ---- 0.09 1.56 ----
 12.11.12 03:00 ---- 0.09 1.55 ----
 -------- 04:00 ---- 0.09 1.54 ----
 -------- 05:00 ---- 0.10 1.55 ----
 -------- 06:00 ---- 0.13 1.55 0.00
 -------- 07:00 ---- 0.16 1.56 0.01
 12.11.12 08:00 0.06 0.16 1.55 0.01
 -------- 09:00 0.04 0.16 1.55 0.01
 -------- 10:00 0.05 0.16 1.56 0.01
 -------- 11:00 0.05 0.16 1.57 0.01
 -------- 12:00 0.06 0.19 1.65 0.03
 12.11.12 13:00 0.05 0.15 1.60 0.02
 -------- 14:00 0.06 0.15 1.64 0.02
 -------- 15:00 0.06 0.15 1.68 0.02
 -------- 16:00 0.06 0.14 1.55 0.01
 -------- 17:00 0.06 0.14 1.55 0.01
 12.11.12 18:00 0.06 0.15 1.55 0.01
 -------- 19:00 0.06 0.15 1.55 0.01
 -------- 20:00 0.06 0.16 1.55 0.01
 -------- 21:00 0.05 0.14 1.54 0.01
 -------- 22:00 0.04 0.13 1.53 0.01
 12.11.12 23:00 0.04 0.14 1.53 0.01
 -------- 00:00 0.04 0.17 1.56 0.01
 -------- 01:00 0.04 0.16 1.55 0.01
 -------- 02:00 0.04 0.19 1.53 0.02
 -------- 03:00 0.04 0.13 1.52 0.01
 13.11.12 04:00 0.02 0.10 1.51 ----
 -------- 05:00 ---- 0.08 1.50 ----
 -------- 06:00 ---- 0.11 1.50 0.00
 -------- 07:00 0.02 0.16 1.52 0.00
 -------- 08:00 0.02 0.14 1.52 0.01
 13.11.12 09:00 0.02 0.16 1.51 0.01
 -------- 10:00 0.02 0.18 0.82 0.01
 -------- 11:00 0.02 0.17 ---- 0.01
