 Date Time CO NO2 CHX NO
 14.03.13 12:00 0.10 0.37 1.71 0.06
 -------- 13:00 0.10 0.39 1.71 0.07
 -------- 14:00 0.10 0.37 1.72 0.07
 -------- 15:00 0.11 0.37 1.69 0.06
 -------- 16:00 0.10 0.37 1.66 0.04
 14.03.13 17:00 0.09 0.29 1.62 0.02
 -------- 18:00 0.08 0.27 1.61 0.01
 -------- 19:00 0.09 0.28 1.61 0.01
 -------- 20:00 0.08 0.26 1.60 0.00
 -------- 21:00 0.08 0.23 1.60 0.00
 14.03.13 22:00 0.08 0.21 1.63 0.00
 -------- 23:00 0.08 0.24 1.62 0.00
 -------- 00:00 0.08 0.27 1.63 0.00
 -------- 01:00 0.07 0.26 1.63 0.00
 -------- 02:00 0.08 0.33 1.66 0.01
 15.03.13 03:00 0.08 0.28 1.66 0.01
 -------- 04:00 0.08 0.26 1.70 0.00
 -------- 05:00 0.08 0.26 1.72 0.00
 -------- 06:00 0.09 0.32 1.67 0.01
 -------- 07:00 0.13 0.40 1.70 0.04
 15.03.13 08:00 0.13 0.46 1.78 0.12
 -------- 09:00 0.14 0.43 1.77 0.12
 -------- 10:00 0.31 0.48 2.59 0.18
 -------- 11:00 0.17 0.48 1.99 0.19
 -------- 12:00 0.17 0.44 2.05 0.18
 15.03.13 13:00 0.14 0.39 1.86 0.13
 -------- 14:00 0.13 0.36 1.84 0.10
 -------- 15:00 0.12 0.34 1.77 0.07
 -------- 16:00 0.12 0.33 1.73 0.06
 -------- 17:00 0.12 0.35 1.71 0.05
 15.03.13 18:00 0.12 0.36 1.73 0.04
 -------- 19:00 0.12 0.34 1.74 0.02
 -------- 20:00 0.12 0.34 1.78 0.02
 -------- 21:00 0.13 0.38 1.81 0.05
 -------- 22:00 0.11 0.39 1.77 0.06
 15.03.13 23:00 0.10 0.34 1.70 0.02
 -------- 00:00 0.07 0.28 1.61 0.01
 -------- 01:00 0.06 0.20 1.57 0.00
 -------- 02:00 0.06 0.21 1.61 0.00
 -------- 03:00 0.06 0.19 1.58 0.00
 16.03.13 04:00 0.06 0.19 1.56 0.00
 -------- 05:00 0.06 0.19 1.58 0.00
 -------- 06:00 0.06 0.24 1.59 0.01
 -------- 07:00 0.07 0.25 1.60 0.01
 -------- 08:00 0.08 0.26 1.60 0.02
 16.03.13 09:00 0.09 0.27 1.59 0.02
 -------- 10:00 0.10 0.27 1.59 0.03
 -------- 11:00 0.10 0.26 1.61 0.04
