 Date Time CO NO2 CHX NO
 21.01.13 12:00 0.15 0.20 1.81 0.09
 -------- 13:00 0.13 0.17 1.77 0.07
 -------- 14:00 0.12 0.15 1.70 0.06
 -------- 15:00 0.11 0.18 1.68 0.05
 -------- 16:00 0.11 0.21 1.70 0.05
 21.01.13 17:00 0.12 0.24 2.15 0.04
 -------- 18:00 0.12 0.27 1.95 0.04
 -------- 19:00 0.12 0.28 1.71 0.04
 -------- 20:00 0.12 0.24 1.62 0.01
 -------- 21:00 0.13 0.26 1.61 0.01
 21.01.13 22:00 0.10 0.29 1.61 0.02
 -------- 23:00 0.06 0.32 1.62 0.02
 -------- 00:00 0.03 0.28 1.60 0.01
 -------- 01:00 0.02 0.23 1.58 0.00
 -------- 02:00 0.02 0.22 1.57 0.00
 22.01.13 03:00 ---- 0.22 1.56 0.00
 -------- 04:00 ---- 0.20 1.57 0.00
 -------- 05:00 ---- 0.19 1.57 ----
 -------- 06:00 0.03 0.24 1.58 0.01
 -------- 07:00 0.07 0.27 1.61 0.02
 22.01.13 08:00 0.08 0.31 1.63 0.02
 -------- 09:00 0.07 0.31 1.63 0.03
 -------- 10:00 0.08 0.32 1.65 0.05
 -------- 11:00 0.09 0.32 1.66 0.07
 -------- 12:00 0.11 0.26 1.77 0.07
 22.01.13 13:00 0.07 0.23 1.63 0.07
 -------- 14:00 0.07 0.24 1.63 0.08
 -------- 15:00 0.09 0.26 1.66 0.07
 -------- 16:00 0.07 0.29 2.17 0.07
 -------- 17:00 0.09 0.34 1.65 0.06
 22.01.13 18:00 0.09 0.37 1.62 0.05
 -------- 19:00 0.08 0.35 1.62 0.03
 -------- 20:00 0.07 0.34 1.62 0.03
 -------- 21:00 0.08 0.35 1.68 0.05
 -------- 22:00 0.09 0.36 1.67 0.05
 22.01.13 23:00 0.07 0.37 1.64 0.07
 -------- 00:00 0.06 0.35 1.66 0.04
 -------- 01:00 0.07 0.36 1.66 0.07
 -------- 02:00 0.06 0.35 1.65 0.06
 -------- 03:00 0.06 0.34 1.64 0.04
