 Date Time CO NO2 CHX NO
 23.01.13 12:00 0.15 0.36 1.76 0.18
 -------- 13:00 0.12 0.29 1.73 0.12
 -------- 14:00 0.07 0.22 1.66 0.07
 -------- 15:00 0.07 0.27 1.65 0.07
 -------- 16:00 0.05 0.24 1.59 0.03
 23.01.13 17:00 0.07 0.35 1.64 0.05
 -------- 18:00 0.09 0.37 1.66 0.06
 -------- 19:00 0.13 0.39 1.69 0.08
 -------- 20:00 0.14 0.39 1.73 0.11
 -------- 21:00 0.14 0.39 1.75 0.10
 23.01.13 22:00 0.09 0.38 1.70 0.06
 -------- 23:00 0.10 0.39 1.69 0.09
 -------- 00:00 0.13 0.40 1.74 0.15
 -------- 01:00 0.17 0.45 1.82 0.34
 -------- 02:00 0.17 0.45 1.84 0.33
 24.01.13 03:00 0.17 0.47 1.89 0.37
 -------- 04:00 0.19 0.46 2.22 0.37
 -------- 05:00 0.17 0.45 2.52 0.35
 -------- 06:00 0.17 0.45 2.44 0.35
 -------- 07:00 0.21 0.43 2.35 0.29
 24.01.13 08:00 0.27 0.43 2.38 0.31
 -------- 09:00 0.23 0.43 2.46 0.30
 -------- 10:00 0.19 0.41 1.93 0.24
 -------- 11:00 0.17 0.40 2.01 0.26
 -------- 12:00 0.11 0.34 1.83 0.18
 24.01.13 13:00 0.13 0.36 1.87 0.19
 -------- 14:00 0.14 0.37 2.06 0.22
 -------- 15:00 0.14 0.38 2.24 0.21
 -------- 16:00 0.06 0.26 1.68 0.05
 -------- 17:00 ---- 0.25 1.58 0.02
 24.01.13 18:00 ---- 0.17 1.55 0.01
 -------- 19:00 ---- 0.14 1.54 0.00
 -------- 20:00 0.02 0.14 1.54 0.00
 -------- 21:00 0.02 0.20 1.54 0.00
 -------- 22:00 0.02 0.19 1.53 0.00
 24.01.13 23:00 ---- 0.14 1.52 0.00
 -------- 00:00 ---- 0.12 1.52 ----
 -------- 01:00 ---- 0.16 1.54 0.00
 -------- 02:00 ---- 0.20 1.53 ----
 -------- 03:00 ---- 0.21 1.55 0.00
 25.01.13 04:00 0.05 0.23 1.58 0.00
 -------- 05:00 0.02 0.26 1.57 0.01
 -------- 06:00 0.02 0.16 1.55 0.00
 -------- 07:00 0.04 0.22 1.59 0.01
 -------- 08:00 0.05 0.26 1.61 0.02
 25.01.13 09:00 0.05 0.29 1.63 0.02
 -------- 10:00 0.05 0.31 1.63 0.03
 -------- 11:00 0.03 0.21 1.62 0.03
