 Date Time CO NO2 CHX NO
 20.03.13 00:00 0.08 0.38 1.60 0.00
 -------- 01:00 0.07 0.40 1.62 0.01
 -------- 02:00 0.07 0.42 1.64 0.01
 -------- 03:00 0.06 0.44 1.65 0.00
 -------- 04:00 0.08 0.46 1.70 0.05
 20.03.13 05:00 0.11 0.51 1.85 0.23
 -------- 06:00 0.11 0.52 1.83 0.22
 -------- 07:00 0.11 0.48 1.80 0.13
 -------- 08:00 0.10 0.45 1.77 0.08
 -------- 09:00 0.11 0.43 1.71 0.09
 20.03.13 10:00 0.11 0.40 1.71 0.10
 -------- 11:00 0.10 0.31 2.10 0.06
 -------- 12:00 0.09 0.29 1.77 0.06
 -------- 13:00 0.08 0.23 1.70 0.04
 -------- 14:00 0.08 0.22 1.74 0.04
 20.03.13 15:00 0.08 0.27 1.69 0.05
 -------- 16:00 0.09 0.24 1.62 0.03
 -------- 17:00 0.08 0.22 1.62 0.02
 -------- 18:00 0.08 0.19 1.60 0.01
 -------- 19:00 0.08 0.18 1.59 0.00
 20.03.13 20:00 0.08 0.19 1.59 0.01
 -------- 21:00 0.07 0.20 1.61 0.00
 -------- 22:00 0.06 0.21 1.61 0.00
 -------- 23:00 0.07 0.30 1.63 0.00
 -------- 00:00 0.06 0.31 1.60 0.00
 21.03.13 01:00 0.05 0.25 1.60 0.00
 -------- 02:00 0.04 0.19 1.58 ----
 -------- 03:00 0.05 0.18 1.58 ----
 -------- 04:00 0.05 0.18 1.61 0.00
 -------- 05:00 0.04 0.17 1.60 0.00
 21.03.13 06:00 0.05 0.20 1.64 0.01
 -------- 07:00 0.07 0.26 1.66 0.01
 -------- 08:00 0.09 0.27 1.64 0.02
 -------- 09:00 0.08 0.27 1.66 0.03
 -------- 10:00 0.08 0.24 1.65 0.04
 21.03.13 11:00 0.07 0.19 1.65 0.04
 -------- 12:00 0.06 0.16 1.62 0.04
 -------- 13:00 0.06 0.14 1.62 0.03
 -------- 14:00 0.06 0.14 1.60 0.03
 -------- 15:00 0.09 0.17 1.63 0.03
 21.03.13 16:00 0.06 0.15 1.61 0.02
 -------- 17:00 0.06 0.18 1.61 0.02
 -------- 18:00 0.06 0.19 1.60 0.01
 -------- 19:00 0.10 0.19 1.62 0.01
 -------- 20:00 0.07 0.16 1.57 0.00
 21.03.13 21:00 0.07 0.18 1.58 0.01
 -------- 22:00 0.06 0.21 1.59 0.00
 -------- 23:00 0.07 0.25 1.61 0.00
