 Date Time CO NO2 CHX NO
 10.10.12 12:00 0.04 0.14 1.55 0.03
 -------- 13:00 0.03 0.13 1.61 0.03
 -------- 14:00 0.04 0.17 1.63 0.02
 -------- 15:00 0.03 0.15 1.56 0.01
 -------- 16:00 0.04 0.20 1.69 0.03
 10.10.12 17:00 0.04 0.19 1.75 0.02
 -------- 18:00 0.05 0.22 1.64 0.01
 -------- 19:00 0.05 0.24 1.64 0.01
 -------- 20:00 0.05 0.17 1.52 0.00
 -------- 21:00 0.04 0.18 1.52 0.00
 10.10.12 22:00 0.05 0.21 1.59 0.01
 -------- 23:00 0.04 0.15 1.48 0.00
 -------- 00:00 0.03 0.12 1.48 0.00
 -------- 01:00 0.02 0.09 1.47 0.00
 -------- 02:00 0.02 0.08 1.61 ----
 11.10.12 03:00 0.02 0.09 1.71 ----
 -------- 04:00 0.02 0.09 1.57 ----
 -------- 05:00 0.02 0.09 1.71 ----
 -------- 06:00 0.02 0.12 1.71 0.00
 -------- 07:00 0.02 0.14 1.67 0.01
 11.10.12 08:00 0.03 0.15 1.65 0.01
 -------- 09:00 0.03 0.15 1.53 0.02
 -------- 10:00 0.02 0.13 1.49 0.02
 -------- 11:00 0.02 0.11 1.49 0.01
 -------- 12:00 0.02 0.10 1.48 0.01
 11.10.12 13:00 0.02 0.09 1.48 0.01
 -------- 14:00 0.03 0.12 1.52 0.02
 -------- 15:00 0.05 0.17 1.66 0.04
 -------- 16:00 0.05 0.18 1.58 0.03
 -------- 17:00 0.03 0.17 1.55 0.02
 11.10.12 18:00 0.05 0.25 1.55 0.04
 -------- 19:00 0.08 0.27 1.66 0.06
 -------- 20:00 0.07 0.25 1.57 0.04
 -------- 21:00 0.09 0.27 1.57 0.07
 -------- 22:00 0.06 0.23 1.59 0.04
 11.10.12 23:00 0.29 0.23 1.87 0.07
 -------- 00:00 0.08 0.22 1.57 0.04
 -------- 01:00 0.04 0.21 1.68 0.03
 -------- 02:00 0.03 0.19 1.99 0.02
 -------- 03:00 0.02 0.19 1.86 0.02
 12.10.12 04:00 0.02 0.19 1.85 0.01
 -------- 05:00 0.03 0.20 1.58 0.02
 -------- 06:00 0.03 0.21 1.61 0.05
 -------- 07:00 0.13 0.24 1.69 0.21
 -------- 08:00 0.33 0.32 1.81 0.47
 12.10.12 09:00 0.57 0.31 2.00 0.58
 -------- 10:00 0.45 0.40 1.89 0.66
 -------- 11:00 0.44 0.42 1.95 0.65
