 Date Time CO NO2 CHX NO
 10.01.13 12:00 0.02 0.17 1.58 0.03
 -------- 13:00 0.02 0.17 1.60 0.03
 -------- 14:00 ---- 0.18 1.59 0.02
 -------- 15:00 ---- 0.16 1.58 0.02
 -------- 16:00 ---- 0.19 1.59 0.02
 10.01.13 17:00 ---- 0.20 1.58 0.02
 -------- 18:00 ---- 0.23 1.59 0.02
 -------- 19:00 ---- 0.20 1.58 0.01
 -------- 20:00 ---- 0.17 1.57 0.01
 -------- 21:00 ---- 0.20 1.59 0.01
 10.01.13 22:00 ---- 0.22 1.59 0.01
 -------- 23:00 ---- 0.19 1.59 0.01
 -------- 00:00 ---- 0.18 1.58 0.00
 -------- 01:00 ---- 0.19 1.58 0.01
 -------- 02:00 ---- 0.23 1.60 0.01
 11.01.13 03:00 ---- 0.22 1.59 0.01
 -------- 04:00 ---- 0.21 1.58 0.01
 -------- 05:00 ---- 0.18 1.57 0.01
 -------- 06:00 ---- 0.20 1.59 0.01
 -------- 07:00 ---- 0.24 1.62 0.02
 11.01.13 08:00 ---- 0.23 1.60 0.02
 -------- 09:00 ---- 0.24 1.59 0.02
 -------- 10:00 ---- 0.25 1.60 0.03
 -------- 11:00 ---- 0.22 1.62 0.03
 -------- 12:00 0.10 0.29 1.69 0.09
 11.01.13 13:00 0.11 0.26 1.67 0.08
 -------- 14:00 0.10 0.26 1.66 0.08
 -------- 15:00 0.13 0.29 1.70 0.10
 -------- 16:00 0.17 0.33 1.77 0.12
 -------- 17:00 0.19 0.37 1.84 0.19
 11.01.13 18:00 0.20 0.37 1.92 0.17
 -------- 19:00 0.17 0.34 1.84 0.13
 -------- 20:00 0.12 0.30 1.73 0.06
 -------- 21:00 0.12 0.28 1.72 0.05
 -------- 22:00 0.11 0.28 1.72 0.06
 11.01.13 23:00 0.08 0.27 1.73 0.06
 -------- 00:00 0.09 0.29 1.85 0.11
 -------- 01:00 0.08 0.29 1.82 0.09
 -------- 02:00 0.06 0.28 1.78 0.06
 -------- 03:00 0.04 0.27 1.76 0.03
 12.01.13 04:00 0.02 0.26 1.88 0.02
 -------- 05:00 0.04 0.27 1.93 0.03
 -------- 06:00 0.04 0.28 1.87 0.03
 -------- 07:00 0.31 0.29 1.95 0.07
 -------- 08:00 0.03 0.29 1.94 0.08
 12.01.13 09:00 0.02 0.30 1.96 0.10
 -------- 10:00 0.04 0.30 1.95 0.12
 -------- 11:00 0.06 0.29 1.97 0.14
