 Date Time CO NO2 CHX NO
 28.02.13 00:00 0.03 0.47 2.23 0.10
 -------- 01:00 0.02 0.39 1.90 0.03
 -------- 02:00 ---- 0.29 2.12 0.01
 -------- 03:00 ---- 0.18 1.54 0.00
 -------- 04:00 ---- 0.12 1.52 0.00
 28.02.13 05:00 ---- 0.08 1.51 ----
 -------- 06:00 0.02 0.09 1.50 0.00
 -------- 07:00 0.02 0.12 1.52 0.00
 -------- 08:00 0.02 0.14 1.53 0.00
 -------- 09:00 0.02 0.14 1.54 0.00
 28.02.13 10:00 0.02 0.17 1.56 0.01
 -------- 11:00 0.02 0.13 1.51 0.00
 -------- 12:00 0.02 0.15 1.52 0.01
 -------- 13:00 0.02 0.14 1.51 0.01
 -------- 14:00 0.02 0.13 1.50 0.01
 28.02.13 15:00 0.02 0.13 1.49 0.01
 -------- 16:00 0.02 0.15 1.51 0.01
 -------- 17:00 ---- 0.17 1.52 0.01
 -------- 18:00 ---- 0.17 1.50 0.00
 -------- 19:00 0.02 0.24 1.53 0.00
 28.02.13 20:00 0.02 0.27 1.55 0.00
 -------- 21:00 0.02 0.24 1.53 0.00
 -------- 22:00 0.02 0.24 1.52 0.00
 -------- 23:00 ---- 0.23 1.54 0.00
 -------- 00:00 ---- 0.22 1.53 0.00
 01.03.13 01:00 ---- 0.18 1.52 0.00
 -------- 02:00 ---- 0.15 1.53 0.00
 -------- 03:00 ---- 0.13 1.52 0.00
 -------- 04:00 ---- 0.16 1.52 0.00
 -------- 05:00 ---- 0.11 1.52 0.00
 01.03.13 06:00 0.02 0.17 1.52 0.00
 -------- 07:00 0.02 0.23 1.54 0.00
 -------- 08:00 0.05 0.20 1.57 0.01
 -------- 09:00 0.05 0.18 1.55 0.01
 -------- 10:00 0.02 0.19 1.54 0.01
 01.03.13 11:00 0.02 0.16 1.55 0.01
 -------- 12:00 0.02 0.14 1.56 0.01
 -------- 13:00 ---- 0.14 1.57 0.01
 -------- 14:00 ---- 0.13 1.57 0.01
 -------- 15:00 ---- 0.12 1.54 0.01
 01.03.13 16:00 ---- 0.13 1.53 0.01
 -------- 17:00 ---- 0.10 1.51 0.01
 -------- 18:00 ---- 0.12 1.51 0.00
 -------- 19:00 ---- 0.12 1.50 0.00
 -------- 20:00 ---- 0.14 1.51 0.00
 01.03.13 21:00 ---- 0.15 1.51 0.00
 -------- 22:00 ---- 0.12 1.51 0.00
 -------- 23:00 ---- 0.12 1.49 0.00
