 Date Time CO NO2 CHX NO
 24.12.12 00:00 0.18 0.47 1.81 0.20
 -------- 01:00 ---- 0.47 1.76 0.15
 -------- 02:00 ---- 0.51 1.84 0.22
 -------- 03:00 ---- 0.51 1.87 0.22
 -------- 04:00 ---- 0.49 1.85 0.16
 24.12.12 05:00 ---- 0.51 1.88 0.22
 -------- 06:00 ---- 0.47 1.85 0.10
 -------- 07:00 0.06 0.50 2.02 0.26
 -------- 08:00 0.12 0.71 2.43 0.78
 -------- 09:00 0.23 0.61 2.34 0.44
 24.12.12 10:00 0.07 0.64 2.06 0.48
 -------- 11:00 ---- 0.55 1.91 0.29
 -------- 12:00 ---- 0.43 1.77 0.14
 -------- 13:00 ---- 0.40 1.68 0.12
 -------- 14:00 ---- 0.44 1.65 0.14
 24.12.12 15:00 ---- 0.45 1.62 0.12
 -------- 16:00 ---- 0.48 1.66 0.15
 -------- 17:00 ---- 0.47 1.71 0.12
 -------- 18:00 ---- 0.43 1.67 0.06
 -------- 19:00 ---- 0.43 1.72 0.07
 24.12.12 20:00 0.02 0.43 1.71 0.08
 -------- 21:00 ---- 0.38 1.65 0.04
 -------- 22:00 ---- 0.34 1.61 0.03
 -------- 23:00 ---- 0.34 1.62 0.02
 -------- 00:00 ---- 0.30 1.60 0.02
 25.12.12 01:00 ---- 0.28 1.60 0.02
 -------- 02:00 ---- 0.27 1.61 0.02
 -------- 03:00 ---- 0.27 1.60 0.01
 -------- 04:00 ---- 0.27 1.60 0.02
 -------- 05:00 ---- 0.27 1.60 0.02
 25.12.12 06:00 ---- 0.28 1.60 0.02
 -------- 07:00 0.02 0.30 1.63 0.03
 -------- 08:00 0.02 0.27 1.63 0.03
 -------- 09:00 0.02 0.27 1.63 0.03
 -------- 10:00 0.02 0.29 1.64 0.03
 25.12.12 11:00 0.02 0.25 1.61 0.03
 -------- 12:00 0.02 0.20 1.61 0.02
 -------- 13:00 ---- 0.20 1.60 0.02
 -------- 14:00 ---- 0.21 1.60 0.02
 -------- 15:00 ---- 0.18 1.60 0.01
 25.12.12 16:00 ---- 0.19 1.61 0.01
 -------- 17:00 ---- 0.19 1.61 0.01
 -------- 18:00 ---- 0.20 1.62 0.01
 -------- 19:00 ---- 0.21 1.64 0.01
 -------- 20:00 0.02 0.22 1.66 0.01
 25.12.12 21:00 0.02 0.23 1.65 0.02
 -------- 22:00 0.02 0.22 1.64 0.01
 -------- 23:00 ---- 0.19 1.61 0.01
