 Date Time CO NO2 CHX NO
 13.01.13 12:00 ---- 0.17 1.69 0.04
 -------- 13:00 ---- 0.17 1.67 0.03
 -------- 14:00 ---- 0.17 1.63 0.02
 -------- 15:00 ---- 0.15 1.62 0.02
 -------- 16:00 ---- 0.17 1.63 0.02
 13.01.13 17:00 ---- 0.17 1.62 0.01
 -------- 18:00 ---- 0.20 1.63 0.01
 -------- 19:00 ---- 0.20 1.62 0.01
 -------- 20:00 ---- 0.15 1.60 0.01
 -------- 21:00 ---- 0.19 1.62 0.01
 13.01.13 22:00 ---- 0.19 1.63 0.01
 -------- 23:00 ---- 0.19 1.62 0.01
 -------- 00:00 0.03 0.16 1.61 0.00
 -------- 01:00 0.02 0.14 1.60 0.00
 -------- 02:00 0.02 0.12 1.59 0.00
 14.01.13 03:00 0.02 0.12 1.59 0.00
 -------- 04:00 ---- 0.12 1.58 0.00
 -------- 05:00 0.02 0.13 1.58 0.00
 -------- 06:00 0.02 0.14 1.59 0.00
 -------- 07:00 0.05 0.17 1.60 0.01
 14.01.13 08:00 0.07 0.21 1.62 0.02
 -------- 09:00 0.05 0.22 1.61 0.01
 -------- 10:00 0.03 0.23 1.61 0.02
 -------- 11:00 0.03 0.28 1.65 0.06
 -------- 12:00 0.02 0.25 1.62 0.05
 14.01.13 13:00 0.02 0.21 1.58 0.03
 -------- 14:00 ---- 0.17 1.57 0.02
 -------- 15:00 ---- 0.21 1.58 0.02
 -------- 16:00 0.02 0.26 1.59 0.03
 -------- 17:00 ---- 0.23 1.57 0.01
 14.01.13 18:00 ---- 0.24 1.57 0.01
 -------- 19:00 ---- 0.21 1.57 0.00
 -------- 20:00 ---- 0.15 1.53 0.00
 -------- 21:00 ---- 0.14 1.52 0.00
 -------- 22:00 ---- 0.12 1.52 0.00
 14.01.13 23:00 ---- 0.11 1.51 0.00
 -------- 00:00 ---- 0.11 1.50 0.00
 -------- 01:00 ---- 0.10 1.51 0.00
 -------- 02:00 ---- 0.10 1.51 ----
 -------- 03:00 0.02 0.10 1.53 0.02
 15.01.13 04:00 ---- 0.09 1.52 0.01
 -------- 05:00 ---- 0.11 1.51 0.05
 -------- 06:00 ---- 0.10 1.52 0.00
 -------- 07:00 0.04 0.14 1.52 0.00
 -------- 08:00 0.03 0.22 1.55 0.00
 15.01.13 09:00 0.02 0.23 1.54 0.01
 -------- 10:00 0.03 0.26 1.59 0.01
 -------- 11:00 0.03 0.26 1.61 0.02
