 Date Time CO NO2 CHX NO
 21.10.12 00:00 0.04 0.14 1.51 0.00
 -------- 01:00 0.04 0.15 1.53 0.00
 -------- 02:00 0.02 0.11 1.52 ----
 -------- 03:00 0.03 0.12 1.52 0.01
 -------- 04:00 0.02 0.11 1.52 0.00
 21.10.12 05:00 0.02 0.09 1.50 ----
 -------- 06:00 0.02 0.08 1.48 ----
 -------- 07:00 0.02 0.07 1.48 ----
 -------- 08:00 0.02 0.08 1.48 ----
 -------- 09:00 0.02 0.10 1.48 0.00
 21.10.12 10:00 0.02 0.08 1.48 0.00
 -------- 11:00 0.02 0.07 1.48 0.00
 -------- 12:00 0.02 0.06 1.48 0.00
 -------- 13:00 0.02 0.07 1.49 0.01
 -------- 14:00 0.02 0.09 1.49 0.01
 21.10.12 15:00 0.03 0.07 1.49 0.00
 -------- 16:00 0.04 0.09 1.51 0.00
 -------- 17:00 0.04 0.10 1.51 0.00
 -------- 18:00 0.04 0.12 1.52 0.00
 -------- 19:00 0.05 0.15 1.53 0.00
 21.10.12 20:00 0.04 0.12 1.52 0.00
 -------- 21:00 0.04 0.11 1.55 0.00
 -------- 22:00 0.04 0.13 1.54 0.00
 -------- 23:00 0.04 0.12 1.52 0.00
 -------- 00:00 0.04 0.12 1.53 ----
 22.10.12 01:00 0.04 0.10 1.54 ----
 -------- 02:00 0.04 0.09 1.55 ----
 -------- 03:00 0.03 0.10 1.56 ----
 -------- 04:00 0.04 0.10 1.58 ----
 -------- 05:00 0.04 0.11 1.55 ----
 22.10.12 06:00 0.04 0.13 1.52 0.00
 -------- 07:00 0.08 0.18 1.55 0.01
 -------- 08:00 0.07 0.20 1.56 0.02
 -------- 09:00 0.08 0.21 1.59 0.03
 -------- 10:00 0.11 0.21 1.63 0.05
 22.10.12 11:00 0.09 0.19 1.65 0.06
 -------- 12:00 0.06 0.20 1.55 0.04
 -------- 13:00 0.05 0.15 1.55 0.03
 -------- 14:00 0.03 0.13 1.52 0.04
 -------- 15:00 0.05 0.18 1.51 0.02
 22.10.12 16:00 0.04 0.19 1.50 0.01
 -------- 17:00 0.03 0.18 1.49 0.01
 -------- 18:00 0.03 0.20 1.49 0.01
 -------- 19:00 0.04 0.22 1.50 0.01
 -------- 20:00 0.04 0.23 1.51 0.01
 22.10.12 21:00 0.05 0.21 1.51 0.01
 -------- 22:00 ---- 0.17 1.49 0.01
 -------- 23:00 ---- 0.17 1.52 0.01
