 Date Time CO NO2 CHX NO
 06.03.13 12:00 0.10 0.25 1.64 0.04
 -------- 13:00 0.09 0.23 1.62 0.04
 -------- 14:00 0.08 0.21 1.61 0.03
 -------- 15:00 0.08 0.20 1.59 0.03
 -------- 16:00 0.06 0.17 1.56 0.02
 06.03.13 17:00 0.06 0.18 1.61 0.01
 -------- 18:00 0.06 0.19 1.56 0.01
 -------- 19:00 0.06 0.23 1.58 0.00
 -------- 20:00 0.06 0.24 1.57 0.00
 -------- 21:00 0.06 0.22 1.57 0.00
 06.03.13 22:00 0.06 0.20 1.67 0.00
 -------- 23:00 0.06 0.20 1.79 0.00
 -------- 00:00 0.06 0.14 1.54 0.00
 -------- 01:00 0.06 0.13 1.54 ----
 -------- 02:00 0.06 0.11 1.53 ----
 07.03.13 03:00 0.06 0.12 1.53 0.01
 -------- 04:00 0.06 0.12 1.53 0.00
 -------- 05:00 0.06 0.10 1.54 ----
 -------- 06:00 0.07 0.10 1.55 ----
 -------- 07:00 0.08 0.14 1.56 0.01
 07.03.13 08:00 0.08 0.17 1.57 0.00
 -------- 09:00 0.08 0.18 1.58 0.01
 -------- 10:00 0.08 0.18 1.56 0.01
 -------- 11:00 0.06 0.09 1.52 0.01
 -------- 12:00 0.06 0.08 1.50 0.01
 07.03.13 13:00 0.06 0.07 1.49 0.01
 -------- 14:00 0.07 0.08 1.50 0.01
 -------- 15:00 0.06 0.08 1.50 0.01
 -------- 16:00 0.06 0.08 1.48 0.01
 -------- 17:00 0.06 0.08 1.49 0.01
 07.03.13 18:00 0.07 0.09 1.49 0.00
 -------- 19:00 0.07 0.15 1.51 0.01
 -------- 20:00 0.08 0.21 1.54 0.00
 -------- 21:00 0.08 0.26 1.56 0.00
 -------- 22:00 0.07 0.24 1.55 0.00
 07.03.13 23:00 0.06 0.21 1.55 0.00
 -------- 00:00 0.06 0.26 1.56 0.00
 -------- 01:00 0.06 0.17 1.54 0.00
 -------- 02:00 0.05 0.12 1.53 ----
 -------- 03:00 0.05 0.14 1.52 ----
 08.03.13 04:00 0.04 0.13 1.52 ----
 -------- 05:00 0.05 0.11 1.52 0.00
 -------- 06:00 0.05 0.10 1.52 ----
 -------- 07:00 0.06 0.13 1.53 ----
 -------- 08:00 0.06 0.13 1.52 0.00
 08.03.13 09:00 0.06 0.12 1.53 0.01
 -------- 10:00 0.06 0.12 1.54 0.01
 -------- 11:00 0.06 0.10 1.55 0.02
