 Date Time CO NO2 CHX NO
 29.11.12 00:00 0.05 0.17 1.60 0.03
 -------- 01:00 0.04 0.16 1.59 0.02
 -------- 02:00 0.02 0.15 1.61 0.01
 -------- 03:00 0.02 0.14 1.58 0.01
 -------- 04:00 0.02 0.13 1.63 0.01
 29.11.12 05:00 0.03 0.15 1.67 0.01
 -------- 06:00 0.04 0.20 1.61 0.04
 -------- 07:00 0.06 0.22 1.62 0.06
 -------- 08:00 0.06 0.23 1.63 0.08
 -------- 09:00 0.06 0.23 1.59 0.06
 29.11.12 10:00 0.05 0.21 1.57 0.04
 -------- 11:00 0.05 0.24 1.58 0.08
 -------- 12:00 0.07 0.26 1.61 0.09
 -------- 13:00 0.06 0.24 1.59 0.08
 -------- 14:00 0.05 0.22 1.57 0.07
 29.11.12 15:00 0.04 0.19 1.56 0.04
 -------- 16:00 0.08 0.21 1.64 0.07
 -------- 17:00 0.06 0.21 1.57 0.04
 -------- 18:00 0.06 0.22 1.57 0.04
 -------- 19:00 0.05 0.20 1.59 0.03
 29.11.12 20:00 0.05 0.20 1.56 0.03
 -------- 21:00 0.06 0.18 1.56 0.02
 -------- 22:00 0.05 0.18 1.56 0.02
 -------- 23:00 0.04 0.16 1.56 0.01
 -------- 00:00 0.04 0.15 1.55 0.01
 30.11.12 01:00 0.04 0.15 1.55 0.01
 -------- 02:00 0.04 0.14 1.55 0.01
 -------- 03:00 0.02 0.11 1.54 0.01
 -------- 04:00 0.03 0.12 1.55 0.01
 -------- 05:00 0.06 0.19 1.60 0.03
 30.11.12 06:00 0.06 0.18 1.57 0.04
 -------- 07:00 0.05 0.17 1.56 0.03
 -------- 08:00 0.06 0.17 1.57 0.03
 -------- 09:00 0.06 0.19 1.59 0.05
 -------- 10:00 0.06 0.19 1.60 0.06
 30.11.12 11:00 0.06 0.18 1.60 0.05
 -------- 12:00 0.06 0.17 1.61 0.05
 -------- 13:00 0.07 0.16 1.61 0.06
 -------- 14:00 0.08 0.16 1.62 0.06
 -------- 15:00 0.08 0.17 1.63 0.06
 30.11.12 16:00 0.09 0.17 1.65 0.07
 -------- 17:00 0.11 0.17 1.69 0.06
 -------- 18:00 0.10 0.17 1.67 0.09
 -------- 19:00 0.13 0.19 1.73 0.16
 -------- 20:00 0.13 0.19 1.79 0.13
 30.11.12 21:00 0.09 0.19 1.68 0.07
 -------- 22:00 0.09 0.19 1.62 0.05
 -------- 23:00 0.09 0.20 1.64 0.09
