 Date Time CO OZ NO2 NO
 03.12.12 12:00 0.02 0.06 0.20 0.04
 -------- 13:00 0.02 0.07 0.19 0.05
 -------- 14:00 0.02 0.04 0.22 0.05
 -------- 15:00 0.02 0.06 0.20 0.04
 -------- 16:00 ---- 0.09 0.17 0.02
 03.12.12 17:00 ---- 0.10 0.17 0.02
 -------- 18:00 ---- 0.08 0.19 0.02
 -------- 19:00 ---- 0.08 0.17 0.01
 -------- 20:00 ---- 0.11 0.15 0.01
 -------- 21:00 ---- 0.13 0.13 0.01
 03.12.12 22:00 ---- 0.13 0.13 0.01
 -------- 23:00 ---- 0.14 0.12 0.01
 -------- 00:00 ---- 0.15 0.11 0.01
 -------- 01:00 ---- 0.18 0.09 0.01
 -------- 02:00 ---- 0.19 0.07 0.00
 04.12.12 03:00 ---- 0.20 0.07 0.00
 -------- 04:00 ---- 0.21 0.06 0.00
 -------- 05:00 ---- 0.19 0.07 0.01
 -------- 06:00 ---- 0.16 0.09 0.01
 -------- 07:00 ---- 0.14 0.09 0.01
 04.12.12 08:00 ---- 0.12 0.11 0.01
 -------- 09:00 ---- 0.09 0.12 0.02
 -------- 10:00 0.02 0.07 0.14 0.03
 -------- 11:00 0.02 0.04 0.15 0.04
 -------- 12:00 0.02 0.03 0.19 0.06
 04.12.12 13:00 0.02 0.02 0.17 0.08
 -------- 14:00 0.04 0.01 0.18 0.12
 -------- 15:00 0.05 0.01 0.21 0.21
 -------- 16:00 0.08 0.01 0.19 0.19
 -------- 17:00 0.11 0.01 0.20 0.28
 04.12.12 18:00 0.11 ---- 0.20 0.17
 -------- 19:00 0.06 0.03 0.18 0.06
 -------- 20:00 0.02 0.10 0.14 0.04
 -------- 21:00 ---- 0.14 0.11 0.03
 -------- 22:00 ---- 0.15 0.10 0.03
 04.12.12 23:00 ---- 0.15 0.10 0.03
 -------- 00:00 ---- 0.17 0.09 0.02
 -------- 01:00 ---- 0.18 0.08 0.02
 -------- 02:00 ---- 0.21 0.07 0.01
 -------- 03:00 ---- 0.16 0.12 0.01
 05.12.12 04:00 ---- 0.18 0.09 0.01
 -------- 05:00 ---- 0.21 0.08 0.01
 -------- 06:00 ---- 0.19 0.09 0.02
 -------- 07:00 ---- 0.15 0.15 0.04
 -------- 08:00 ---- 0.12 0.20 0.05
 05.12.12 09:00 0.02 0.11 0.23 0.08
 -------- 10:00 0.02 0.07 0.27 0.10
 -------- 11:00 0.02 0.10 0.25 0.09
