 Date Time CO OZ NO2 NO
 05.11.12 00:00 0.08 0.08 0.15 0.04
 -------- 01:00 0.06 0.12 0.12 0.03
 -------- 02:00 0.05 0.15 0.12 0.02
 -------- 03:00 0.04 0.25 0.07 0.01
 -------- 04:00 0.03 0.26 0.06 0.01
 05.11.12 05:00 0.04 0.24 0.06 0.01
 -------- 06:00 0.05 0.23 0.07 0.01
 -------- 07:00 0.06 0.21 0.09 0.02
 -------- 08:00 0.06 0.12 0.17 0.02
 -------- 09:00 0.08 0.12 0.17 0.04
 05.11.12 10:00 0.14 0.03 0.26 0.12
 -------- 11:00 0.13 0.05 0.23 0.09
 -------- 12:00 0.15 0.05 0.24 0.08
 -------- 13:00 0.13 0.04 0.27 0.10
 -------- 14:00 0.15 0.02 0.30 0.11
 05.11.12 15:00 0.12 0.02 0.29 0.09
 -------- 16:00 0.11 0.02 0.29 0.07
 -------- 17:00 0.09 0.03 0.25 0.03
 -------- 18:00 0.07 0.03 0.22 0.03
 -------- 19:00 0.08 0.01 0.22 0.03
 05.11.12 20:00 0.08 0.01 0.21 0.06
 -------- 21:00 0.06 0.01 0.20 0.05
 -------- 22:00 0.06 0.01 0.21 0.04
 -------- 23:00 0.05 0.06 0.18 0.03
 -------- 00:00 0.03 0.16 0.13 0.02
 06.11.12 01:00 0.03 0.19 0.14 0.02
 -------- 02:00 0.03 0.23 0.09 0.01
 -------- 03:00 0.04 0.23 0.08 0.01
 -------- 04:00 0.04 0.23 0.08 0.01
 -------- 05:00 0.04 0.20 0.10 0.01
 06.11.12 06:00 0.05 0.18 0.12 0.02
 -------- 07:00 0.07 0.11 0.19 0.04
 -------- 08:00 0.09 0.07 0.22 0.05
 -------- 09:00 0.09 0.06 0.22 0.04
 -------- 10:00 0.12 0.04 0.24 0.07
 06.11.12 11:00 0.09 0.04 0.23 0.06
 -------- 12:00 0.11 0.03 0.23 0.08
 -------- 13:00 0.10 0.03 0.22 0.08
 -------- 14:00 0.11 0.01 0.23 0.09
 -------- 15:00 0.11 0.01 0.23 0.09
 06.11.12 16:00 0.12 0.03 0.22 0.11
 -------- 17:00 0.07 0.15 0.20 0.05
 -------- 18:00 0.08 0.12 0.25 0.06
 -------- 19:00 0.13 0.06 0.30 0.09
 -------- 20:00 0.11 0.05 0.25 0.07
 06.11.12 21:00 0.07 0.11 0.15 0.05
 -------- 22:00 0.07 0.14 0.15 0.05
 -------- 23:00 0.06 0.17 0.11 0.03
