 Date Time CO OZ NO2 NO
 14.10.12 12:00 0.13 0.06 0.26 0.12
 -------- 13:00 0.13 0.09 0.21 0.08
 -------- 14:00 0.13 0.10 0.21 0.08
 -------- 15:00 0.15 0.06 0.26 0.09
 -------- 16:00 0.14 0.05 0.27 0.09
 14.10.12 17:00 0.14 0.02 0.29 0.09
 -------- 18:00 0.16 0.01 0.29 0.09
 -------- 19:00 0.18 0.01 0.30 0.13
 -------- 20:00 0.24 0.01 0.30 0.18
 -------- 21:00 0.35 0.01 0.35 0.33
 14.10.12 22:00 0.28 0.01 0.31 0.25
 -------- 23:00 0.24 0.01 0.28 0.08
 -------- 00:00 0.09 0.02 0.27 0.05
 -------- 01:00 0.06 0.02 0.26 0.03
 -------- 02:00 0.06 0.02 0.25 0.03
 15.10.12 03:00 0.06 0.04 0.23 0.02
 -------- 04:00 0.05 0.03 0.24 0.02
 -------- 05:00 0.08 0.01 0.25 0.08
 -------- 06:00 0.08 0.01 0.27 0.14
 -------- 07:00 0.13 0.01 0.26 0.17
 15.10.12 08:00 0.19 0.01 0.27 0.27
 -------- 09:00 0.26 0.01 0.29 0.34
 -------- 10:00 0.21 0.01 0.30 0.30
 -------- 11:00 0.20 0.01 0.33 0.28
 -------- 12:00 0.19 0.01 0.38 0.29
 15.10.12 13:00 0.14 0.02 0.36 0.19
 -------- 14:00 0.09 0.04 0.32 0.12
 -------- 15:00 0.05 0.06 0.28 0.07
 -------- 16:00 0.08 0.07 0.28 0.07
 -------- 17:00 0.05 0.05 0.29 0.04
 15.10.12 18:00 0.06 0.04 0.31 0.04
 -------- 19:00 0.06 0.13 0.27 0.03
 -------- 20:00 0.09 0.07 0.32 0.02
 -------- 21:00 0.09 0.07 0.30 0.03
 -------- 22:00 0.07 0.03 0.31 0.04
 15.10.12 23:00 0.06 0.07 0.24 0.03
 -------- 00:00 0.07 0.11 0.19 0.04
 -------- 01:00 0.05 0.11 0.19 0.02
 -------- 02:00 0.05 0.09 0.20 0.02
 -------- 03:00 0.03 0.10 0.16 0.01
 16.10.12 04:00 0.03 0.08 0.16 0.01
 -------- 05:00 0.04 0.07 0.17 0.02
 -------- 06:00 0.07 0.04 0.18 0.03
 -------- 07:00 0.09 0.04 0.21 0.06
 -------- 08:00 0.09 0.01 0.25 0.06
 16.10.12 09:00 0.11 0.01 0.25 0.07
 -------- 10:00 0.12 0.01 0.25 0.10
 -------- 11:00 0.12 0.01 0.25 0.10
