 Date Time CO OZ NO2 NO
 07.02.13 00:00 ---- 0.06 0.25 0.03
 -------- 01:00 ---- 0.07 0.24 0.03
 -------- 02:00 ---- 0.02 0.28 0.03
 -------- 03:00 ---- 0.09 0.21 0.02
 -------- 04:00 ---- 0.18 0.13 0.02
 07.02.13 05:00 ---- 0.18 0.13 0.02
 -------- 06:00 ---- 0.20 0.14 0.02
 -------- 07:00 ---- 0.06 0.23 0.03
 -------- 08:00 ---- 0.06 0.23 0.07
 -------- 09:00 0.02 0.04 0.26 0.09
 07.02.13 10:00 0.02 0.04 0.26 0.08
 -------- 11:00 0.02 0.05 0.23 0.09
 -------- 12:00 0.02 0.08 0.22 0.07
 -------- 13:00 ---- 0.07 0.25 0.10
 -------- 14:00 ---- 0.06 0.25 0.09
 07.02.13 15:00 ---- 0.07 0.26 0.07
 -------- 16:00 0.10 0.06 0.25 0.08
 -------- 17:00 0.06 0.02 0.26 0.06
 -------- 18:00 0.03 0.04 0.23 0.04
 -------- 19:00 0.09 0.06 0.20 0.05
 07.02.13 20:00 0.04 0.05 0.21 0.04
 -------- 21:00 0.05 0.04 0.21 0.04
 -------- 22:00 0.05 0.05 0.18 0.04
 -------- 23:00 0.04 0.05 0.19 0.03
 -------- 00:00 0.02 0.05 0.18 0.03
 08.02.13 01:00 0.02 0.05 0.18 0.02
 -------- 02:00 0.05 0.04 0.19 0.03
 -------- 03:00 0.06 0.05 0.18 0.02
 -------- 04:00 0.06 0.07 0.17 0.01
 -------- 05:00 0.06 0.05 0.20 0.02
 08.02.13 06:00 0.07 0.05 0.20 0.03
 -------- 07:00 0.08 0.03 0.24 0.04
 -------- 08:00 0.11 0.02 0.24 0.05
 -------- 09:00 0.17 0.02 0.26 0.05
 -------- 10:00 0.09 0.01 0.25 0.06
 08.02.13 11:00 0.09 0.02 0.25 0.06
 -------- 12:00 0.11 0.02 0.25 0.07
 -------- 13:00 0.08 0.03 0.24 0.07
 -------- 14:00 0.08 0.04 0.22 0.06
 -------- 15:00 0.06 0.04 0.20 0.06
 08.02.13 16:00 0.09 0.04 0.20 0.05
 -------- 17:00 0.10 0.04 0.20 0.03
 -------- 18:00 0.07 0.03 0.21 0.04
 -------- 19:00 0.07 0.03 0.22 0.03
 -------- 20:00 0.07 0.03 0.23 0.04
 08.02.13 21:00 0.07 0.05 0.21 0.03
 -------- 22:00 0.15 0.07 0.19 0.03
 -------- 23:00 0.11 0.09 0.17 0.02
 -------- 00:00 0.06 0.09 0.18 0.02
