 Date Time CO OZ NO2 NO
 01.10.12 00:00 0.04 0.20 0.09 0.02
 -------- 01:00 0.03 0.20 0.09 0.02
 -------- 02:00 0.02 0.22 0.08 0.01
 -------- 03:00 ---- 0.23 0.09 0.01
 -------- 04:00 0.02 0.23 0.09 0.01
 01.10.12 05:00 0.03 0.23 0.09 0.01
 -------- 06:00 0.04 0.20 0.13 0.02
 -------- 07:00 0.05 0.17 0.15 0.03
 -------- 08:00 0.08 0.14 0.17 0.04
 -------- 09:00 0.08 0.15 0.15 0.05
 01.10.12 10:00 0.07 0.16 0.15 0.04
 -------- 11:00 0.07 0.19 0.12 0.04
 -------- 12:00 0.07 0.20 0.13 0.05
 -------- 13:00 0.07 0.23 0.11 0.04
 -------- 14:00 0.07 0.22 0.13 0.05
 01.10.12 15:00 0.07 0.21 0.13 0.05
 -------- 16:00 0.07 0.21 0.13 0.04
 -------- 17:00 0.08 0.17 0.15 0.06
 -------- 18:00 0.09 0.14 0.20 0.06
 -------- 19:00 0.09 0.15 0.20 0.06
 01.10.12 20:00 0.12 0.09 0.25 0.06
 -------- 21:00 0.11 0.07 0.25 0.06
 -------- 22:00 0.17 0.01 0.31 0.15
 -------- 23:00 0.21 0.01 0.30 0.21
 -------- 00:00 0.30 0.01 0.29 0.33
 02.10.12 01:00 0.24 0.01 0.26 0.39
 -------- 02:00 0.20 0.01 0.24 0.28
 -------- 03:00 0.12 ---- 0.21 0.19
 -------- 04:00 0.15 0.01 0.21 0.23
 -------- 05:00 0.09 0.01 0.22 0.20
 02.10.12 06:00 0.11 0.01 0.23 0.24
 -------- 07:00 0.15 0.01 0.23 0.27
 -------- 08:00 0.26 0.01 0.26 0.39
 -------- 09:00 0.25 0.01 0.28 0.38
 -------- 10:00 0.23 0.01 0.30 0.35
 02.10.12 11:00 0.20 0.01 0.30 0.26
 -------- 12:00 0.13 0.05 0.25 0.15
 -------- 13:00 0.07 0.08 0.21 0.10
 -------- 14:00 0.07 0.12 0.20 0.09
 -------- 15:00 0.04 0.17 0.18 0.05
 02.10.12 16:00 0.05 0.16 0.21 0.07
 -------- 17:00 0.09 0.12 0.24 0.09
 -------- 18:00 0.13 0.03 0.33 0.15
 -------- 19:00 0.23 0.01 0.33 0.17
 -------- 20:00 0.28 0.01 0.35 0.29
 02.10.12 21:00 0.31 0.01 0.32 0.38
 -------- 22:00 0.28 0.01 0.31 0.27
 -------- 23:00 0.23 0.01 0.32 0.28
