 Date Time CO OZ NO2 NO
 18.02.13 12:00 0.05 0.22 0.23 0.10
 -------- 13:00 0.02 0.23 0.18 0.08
 -------- 14:00 0.03 0.20 0.21 0.08
 -------- 15:00 0.03 0.18 0.21 0.07
 -------- 16:00 0.03 0.19 0.21 0.07
 18.02.13 17:00 0.04 0.21 0.21 0.08
 -------- 18:00 0.05 0.15 0.25 0.06
 -------- 19:00 0.08 0.12 0.25 0.08
 -------- 20:00 0.06 0.15 0.23 0.07
 -------- 21:00 0.04 0.12 0.25 0.04
 18.02.13 22:00 0.07 0.06 0.29 0.05
 -------- 23:00 0.03 0.06 0.27 0.03
 -------- 00:00 0.05 0.07 0.27 0.03
 -------- 01:00 0.06 0.06 0.27 0.02
 -------- 02:00 0.06 0.11 0.23 0.02
 19.02.13 03:00 0.06 0.11 0.24 0.01
 -------- 04:00 0.06 0.04 0.31 0.04
 -------- 05:00 0.05 0.10 0.26 0.02
 -------- 06:00 0.05 0.24 0.18 0.02
 -------- 07:00 0.10 0.09 0.30 0.06
 19.02.13 08:00 0.12 0.02 0.35 0.08
 -------- 09:00 0.09 0.10 0.27 0.06
 -------- 10:00 0.10 0.15 0.26 0.07
 -------- 11:00 0.10 0.11 0.29 0.08
 -------- 12:00 0.07 0.15 0.26 0.07
 19.02.13 13:00 0.07 0.19 0.23 0.08
 -------- 14:00 0.07 0.14 0.27 0.09
 -------- 15:00 0.06 0.13 0.28 0.09
 -------- 16:00 0.06 0.13 0.29 0.07
 -------- 17:00 0.08 0.13 0.29 0.06
 19.02.13 18:00 0.09 0.09 0.35 0.09
 -------- 19:00 0.07 0.07 0.34 0.06
 -------- 20:00 0.08 0.11 0.29 0.07
 -------- 21:00 0.07 0.15 0.26 0.05
 -------- 22:00 0.06 0.16 0.25 0.04
 19.02.13 23:00 0.04 0.19 0.21 0.03
 -------- 00:00 0.08 0.12 0.27 0.03
 -------- 01:00 0.10 0.06 0.31 0.03
 -------- 02:00 0.07 0.16 0.21 0.02
 -------- 03:00 0.08 0.14 0.26 0.03
 20.02.13 04:00 0.08 0.06 0.30 0.04
 -------- 05:00 0.17 0.01 0.41 0.23
 -------- 06:00 0.17 0.01 0.41 0.19
 -------- 07:00 0.17 0.01 0.41 0.19
 -------- 08:00 0.21 0.01 0.41 0.22
 20.02.13 09:00 0.23 0.01 0.40 0.22
 -------- 10:00 0.33 0.02 0.51 0.50
 -------- 11:00 0.19 0.05 0.37 0.20
 -------- 12:00 0.22 0.03 0.42 0.27
