 Date Time CO OZ NO2 NO
 20.03.13 12:00 ---- 0.28 0.14 0.04
 -------- 13:00 ---- 0.29 0.14 0.03
 -------- 14:00 0.02 0.31 0.13 0.03
 -------- 15:00 0.02 0.31 0.14 0.03
 -------- 16:00 0.02 0.28 0.17 0.03
 20.03.13 17:00 0.04 0.30 0.15 0.02
 -------- 18:00 0.02 0.31 0.15 0.02
 -------- 19:00 ---- 0.34 0.14 0.02
 -------- 20:00 0.02 0.32 0.15 0.02
 -------- 21:00 ---- 0.30 0.15 0.02
 20.03.13 22:00 0.09 0.28 0.14 0.02
 -------- 23:00 0.02 0.27 0.14 0.02
 -------- 00:00 0.02 0.25 0.15 0.02
 -------- 01:00 0.02 0.27 0.12 0.02
 -------- 02:00 ---- 0.26 0.13 0.02
 21.03.13 03:00 ---- 0.28 0.11 0.02
 -------- 04:00 ---- 0.29 0.11 0.02
 -------- 05:00 0.02 0.29 0.11 0.02
 -------- 06:00 0.03 0.24 0.15 0.03
 -------- 07:00 0.04 0.26 0.15 0.03
 21.03.13 08:00 0.07 0.20 0.20 0.05
 -------- 09:00 0.07 0.19 0.21 0.06
 -------- 10:00 0.06 0.24 0.18 0.06
 -------- 11:00 0.04 0.28 0.14 0.05
 -------- 12:00 0.05 0.30 0.14 0.05
 21.03.13 13:00 0.05 0.30 0.14 0.05
 -------- 14:00 0.03 0.34 0.12 0.04
 -------- 15:00 0.03 0.32 0.15 0.05
 -------- 16:00 0.04 0.32 0.16 0.06
 -------- 17:00 0.05 0.34 0.15 0.05
 21.03.13 18:00 0.05 0.35 0.15 0.03
 -------- 19:00 0.05 0.34 0.15 0.03
 -------- 20:00 0.06 0.32 0.17 0.03
 -------- 21:00 0.07 0.25 0.23 0.03
 -------- 22:00 0.09 0.22 0.26 0.04
 21.03.13 23:00 0.07 0.17 0.30 0.04
 -------- 00:00 0.07 0.13 0.32 0.02
 -------- 01:00 0.07 0.05 0.40 0.04
 -------- 02:00 0.07 0.10 0.33 0.03
 -------- 03:00 0.07 0.15 0.30 0.02
 22.03.13 04:00 0.07 0.19 0.26 0.04
 -------- 05:00 0.06 0.18 0.26 0.03
 -------- 06:00 0.09 0.15 0.29 0.05
 -------- 07:00 0.11 0.07 0.34 0.06
 -------- 08:00 0.13 0.07 0.32 0.09
