 Date Time CO OZ NO2 NO
 25.12.12 00:00 0.08 0.01 0.36 0.12
 -------- 01:00 0.07 0.01 0.36 0.11
 -------- 02:00 0.07 0.01 0.35 0.10
 -------- 03:00 0.04 0.01 0.34 0.09
 -------- 04:00 0.09 0.01 0.33 0.08
 25.12.12 05:00 0.07 0.01 0.33 0.06
 -------- 06:00 0.09 0.01 0.32 0.07
 -------- 07:00 0.11 0.01 0.31 0.07
 -------- 08:00 0.14 0.01 0.31 0.09
 -------- 09:00 0.14 0.01 0.32 0.12
 25.12.12 10:00 0.14 0.01 0.30 0.12
 -------- 11:00 0.13 0.01 0.30 0.12
 -------- 12:00 0.15 0.02 0.32 0.14
 -------- 13:00 0.12 0.02 0.30 0.13
 -------- 14:00 0.13 0.02 0.33 0.14
 25.12.12 15:00 0.13 0.02 0.31 0.13
 -------- 16:00 0.11 0.02 0.31 0.10
 -------- 17:00 0.11 0.02 0.30 0.10
 -------- 18:00 0.13 0.01 0.31 0.11
 -------- 19:00 0.15 0.01 0.31 0.13
 25.12.12 20:00 0.12 0.01 0.29 0.09
 -------- 21:00 0.10 0.01 0.27 0.05
 -------- 22:00 0.09 0.02 0.25 0.05
 -------- 23:00 0.07 0.02 0.25 0.05
 -------- 00:00 0.11 0.02 0.27 0.06
 26.12.12 01:00 0.07 0.05 0.23 0.03
 -------- 02:00 0.06 0.09 0.20 0.02
 -------- 03:00 0.06 0.12 0.17 0.01
 -------- 04:00 0.06 0.12 0.18 0.01
 -------- 05:00 0.06 0.10 0.19 0.01
 26.12.12 06:00 0.07 0.10 0.19 0.02
 -------- 07:00 0.09 0.07 0.23 0.06
 -------- 08:00 0.11 0.06 0.23 0.07
 -------- 09:00 0.15 0.04 0.26 0.11
 -------- 10:00 0.13 0.01 0.29 0.15
 26.12.12 11:00 0.12 0.02 0.26 0.11
 -------- 12:00 0.11 0.03 0.24 0.10
 -------- 13:00 0.10 0.04 0.23 0.10
 -------- 14:00 0.12 0.03 0.25 0.12
 -------- 15:00 0.13 0.02 0.26 0.11
 26.12.12 16:00 0.13 0.03 0.23 0.10
 -------- 17:00 0.15 0.03 0.23 0.10
 -------- 18:00 0.14 0.03 0.25 0.11
 -------- 19:00 0.16 0.02 0.22 0.11
 -------- 20:00 0.13 0.02 0.25 0.12
 26.12.12 21:00 0.14 0.01 0.24 0.10
 -------- 22:00 0.09 0.03 0.23 0.09
 -------- 23:00 0.09 0.07 0.19 0.05
