 Date Time CO OZ NO2 NO
 27.03.13 12:00 0.08 0.30 0.16 0.05
 -------- 13:00 0.07 0.37 0.12 0.04
 -------- 14:00 0.06 0.38 0.12 0.04
 -------- 15:00 0.06 0.39 0.13 0.05
 -------- 16:00 0.06 0.44 0.13 0.04
 27.03.13 17:00 0.07 0.43 0.14 0.05
 -------- 18:00 0.07 0.43 0.14 0.03
 -------- 19:00 0.07 0.43 0.16 0.02
 -------- 20:00 0.09 0.25 0.32 0.03
 -------- 21:00 0.13 0.09 0.42 0.08
 27.03.13 22:00 0.14 0.08 0.42 0.06
 -------- 23:00 0.12 0.08 0.43 0.05
 -------- 00:00 0.12 0.04 0.46 0.10
 -------- 01:00 0.13 0.04 0.44 0.09
 -------- 02:00 0.07 0.12 0.36 0.03
 28.03.13 03:00 0.06 0.14 0.33 0.02
 -------- 04:00 0.06 0.17 0.30 0.03
 -------- 05:00 0.06 0.16 0.29 0.02
 -------- 06:00 0.09 0.09 0.35 0.06
 -------- 07:00 0.13 0.05 0.39 0.10
 28.03.13 08:00 0.16 0.06 0.38 0.16
 -------- 09:00 0.16 0.09 0.36 0.15
 -------- 10:00 0.12 0.16 0.29 0.10
 -------- 11:00 0.10 0.21 0.24 0.08
 -------- 12:00 0.02 0.28 0.18 0.06
 28.03.13 13:00 0.02 0.34 0.14 0.05
 -------- 14:00 ---- 0.39 0.12 0.04
 -------- 15:00 0.02 0.39 0.13 0.05
 -------- 16:00 0.02 0.41 0.13 0.04
 -------- 17:00 0.02 0.40 0.16 0.04
 28.03.13 18:00 0.02 0.38 0.19 0.04
 -------- 19:00 0.04 0.31 0.25 0.04
 -------- 20:00 0.21 0.14 0.41 0.19
 -------- 21:00 0.21 0.04 0.46 0.18
 -------- 22:00 0.09 0.09 0.39 0.09
